p,scenario,trial,seed,n_transmissions,conclusive_count,conclusive_fraction,qber,exact_qber,difference_from_exact,exact_conclusive_probability,difference_conclusive
0.08,single,1,3540642299,1000,249,0.249,0.08032128514056225,0.09638554216867465,-0.0160642570281124,0.27666666666666656,-0.02766666666666656
0.08,single,2,414871644,1000,298,0.298,0.1040268456375839,0.09638554216867465,0.007641303468909247,0.27666666666666656,0.021333333333333426
0.08,single,3,3692590382,1000,284,0.284,0.13380281690140844,0.09638554216867465,0.03741727473273379,0.27666666666666656,0.007333333333333414
0.08,single,4,2322575512,1000,297,0.297,0.09764309764309764,0.09638554216867465,0.0012575554744229944,0.27666666666666656,0.020333333333333425
0.08,single,5,2647994074,1000,257,0.257,0.1245136186770428,0.09638554216867465,0.028128076508368155,0.27666666666666656,-0.019666666666666555
0.08,single,6,3022061958,1000,283,0.283,0.08833922261484099,0.09638554216867465,-0.008046319553833656,0.27666666666666656,0.006333333333333413
0.08,single,7,768550187,1000,272,0.272,0.07720588235294118,0.09638554216867465,-0.01917965981573347,0.27666666666666656,-0.004666666666666541
0.08,single,8,4119101361,1000,289,0.289,0.10380622837370242,0.09638554216867465,0.007420686205027768,0.27666666666666656,0.012333333333333418
0.08,single,9,2729916386,1000,269,0.269,0.08921933085501858,0.09638554216867465,-0.007166211313656065,0.27666666666666656,-0.007666666666666544
0.08,single,10,1307982386,1000,290,0.29,0.06896551724137931,0.09638554216867465,-0.02742002492729534,0.27666666666666656,0.01333333333333342
0.08,single,11,923340942,1000,269,0.269,0.09665427509293681,0.09638554216867465,0.00026873292426216056,0.27666666666666656,-0.007666666666666544
0.08,single,12,4089241824,1000,281,0.281,0.1103202846975089,0.09638554216867465,0.013934742528834254,0.27666666666666656,0.004333333333333467
0.08,single,13,1682263656,1000,276,0.276,0.06521739130434782,0.09638554216867465,-0.031168150864326824,0.27666666666666656,-0.0006666666666665377
0.08,single,14,57163321,1000,272,0.272,0.08823529411764706,0.09638554216867465,-0.008150248051027584,0.27666666666666656,-0.004666666666666541
0.08,single,15,3601434176,1000,273,0.273,0.08058608058608059,0.09638554216867465,-0.015799461582594057,0.27666666666666656,-0.0036666666666665404
0.08,single,16,997581878,1000,276,0.276,0.09057971014492754,0.09638554216867465,-0.005805832023747112,0.27666666666666656,-0.0006666666666665377
0.08,single,17,1316672669,1000,273,0.273,0.1391941391941392,0.09638554216867465,0.04280859702546455,0.27666666666666656,-0.0036666666666665404
0.08,single,18,340888157,1000,288,0.288,0.1388888888888889,0.09638554216867465,0.04250334672021425,0.27666666666666656,0.011333333333333417
0.08,single,19,2948305961,1000,272,0.272,0.09558823529411764,0.09638554216867465,-0.0007973068745570078,0.27666666666666656,-0.004666666666666541
0.08,single,20,1554699514,1000,281,0.281,0.08540925266903915,0.09638554216867465,-0.0109762894996355,0.27666666666666656,0.004333333333333467
0.08,single,21,3085009489,1000,283,0.283,0.11307420494699646,0.09638554216867465,0.016688662778321817,0.27666666666666656,0.006333333333333413
0.08,single,22,7981340,1000,257,0.257,0.09727626459143969,0.09638554216867465,0.0008907224227650418,0.27666666666666656,-0.019666666666666555
0.08,single,23,296642250,1000,302,0.302,0.09933774834437085,0.09638554216867465,0.0029522061756962065,0.27666666666666656,0.02533333333333343
0.08,single,24,2162452749,1000,271,0.271,0.07011070110701106,0.09638554216867465,-0.026274841061663584,0.27666666666666656,-0.005666666666666542
0.08,single,25,4058197970,1000,289,0.289,0.0726643598615917,0.09638554216867465,-0.02372118230708295,0.27666666666666656,0.012333333333333418
0.08,single,26,3697205192,1000,279,0.279,0.08243727598566308,0.09638554216867465,-0.013948266183011565,0.27666666666666656,0.002333333333333465
0.08,single,27,1893341397,1000,260,0.26,0.10384615384615385,0.09638554216867465,0.007460611677479204,0.27666666666666656,-0.016666666666666552
0.08,single,28,2793990442,1000,279,0.279,0.11469534050179211,0.09638554216867465,0.018309798333117466,0.27666666666666656,0.002333333333333465
0.08,single,29,2616115235,1000,281,0.281,0.11387900355871886,0.09638554216867465,0.017493461390044207,0.27666666666666656,0.004333333333333467
0.08,single,30,3153504207,1000,263,0.263,0.09885931558935361,0.09638554216867465,0.0024737734206789624,0.27666666666666656,-0.01366666666666655
0.08,single,31,1133754986,1000,277,0.277,0.10830324909747292,0.09638554216867465,0.011917706928798275,0.27666666666666656,0.00033333333333346316
0.08,single,32,3599614890,1000,282,0.282,0.09219858156028368,0.09638554216867465,-0.004186960608390966,0.27666666666666656,0.005333333333333412
0.08,single,33,2891763155,1000,301,0.301,0.10963455149501661,0.09638554216867465,0.01324900932634196,0.27666666666666656,0.02433333333333343
0.08,single,34,559547506,1000,288,0.288,0.09375,0.09638554216867465,-0.0026355421686746483,0.27666666666666656,0.011333333333333417
0.08,single,35,442093674,1000,293,0.293,0.10580204778156997,0.09638554216867465,0.009416505612895323,0.27666666666666656,0.016333333333333422
0.08,single,36,1240327474,1000,259,0.259,0.11196911196911197,0.09638554216867465,0.015583569800437319,0.27666666666666656,-0.017666666666666553
0.08,single,37,750677421,1000,278,0.278,0.09712230215827339,0.09638554216867465,0.0007367599895987398,0.27666666666666656,0.001333333333333464
0.08,single,38,261391200,1000,264,0.264,0.07575757575757576,0.09638554216867465,-0.02062796641109889,0.27666666666666656,-0.012666666666666548
0.08,single,39,2598787596,1000,289,0.289,0.09342560553633218,0.09638554216867465,-0.0029599366323424664,0.27666666666666656,0.012333333333333418
0.08,single,40,354197199,1000,288,0.288,0.10069444444444445,0.09638554216867465,0.004308902275769799,0.27666666666666656,0.011333333333333417
0.08,single,41,2311330662,1000,281,0.281,0.10320284697508897,0.09638554216867465,0.0068173048064143205,0.27666666666666656,0.004333333333333467
0.08,single,42,1250944215,1000,270,0.27,0.08518518518518518,0.09638554216867465,-0.011200356983489465,0.27666666666666656,-0.006666666666666543
0.08,single,43,1331759592,1000,287,0.287,0.07317073170731707,0.09638554216867465,-0.02321481046135758,0.27666666666666656,0.010333333333333417
0.08,single,44,1978839942,1000,298,0.298,0.087248322147651,0.09638554216867465,-0.009137220021023643,0.27666666666666656,0.021333333333333426
0.08,single,45,2431408123,1000,279,0.279,0.11469534050179211,0.09638554216867465,0.018309798333117466,0.27666666666666656,0.002333333333333465
0.08,single,46,1139884115,1000,266,0.266,0.08270676691729323,0.09638554216867465,-0.01367877525138142,0.27666666666666656,-0.010666666666666547
0.08,single,47,3374445831,1000,285,0.285,0.08070175438596491,0.09638554216867465,-0.015683787782709735,0.27666666666666656,0.008333333333333415
0.08,single,48,1557955167,1000,267,0.267,0.09737827715355805,0.09638554216867465,0.000992734984883406,0.27666666666666656,-0.009666666666666546
0.08,single,49,3695134177,1000,282,0.282,0.1099290780141844,0.09638554216867465,0.013543535845509755,0.27666666666666656,0.005333333333333412
0.08,single,50,640139411,1000,271,0.271,0.0996309963099631,0.09638554216867465,0.003245454141288448,0.27666666666666656,-0.005666666666666542
0.09,single,1,1941512633,1000,277,0.277,0.11913357400722022,0.1071428571428572,0.01199071686436301,0.27999999999999997,-0.002999999999999947
0.09,single,2,1673556877,1000,279,0.279,0.0931899641577061,0.1071428571428572,-0.013952892985151108,0.27999999999999997,-0.0009999999999999454
0.09,single,3,80447641,1000,269,0.269,0.09665427509293681,0.1071428571428572,-0.010488582049920397,0.27999999999999997,-0.010999999999999954
0.09,single,4,2152406530,1000,264,0.264,0.125,0.1071428571428572,0.017857142857142794,0.27999999999999997,-0.01599999999999996
0.09,single,5,2976638326,1000,252,0.252,0.09523809523809523,0.1071428571428572,-0.011904761904761973,0.27999999999999997,-0.02799999999999997
0.09,single,6,808582610,1000,280,0.28,0.10714285714285714,0.1071428571428572,-6.938893903907228e-17,0.27999999999999997,5.551115123125783e-17
0.09,single,7,1000498984,1000,290,0.29,0.12758620689655173,0.1071428571428572,0.020443349753694523,0.27999999999999997,0.010000000000000009
0.09,single,8,1019791458,1000,282,0.282,0.10283687943262411,0.1071428571428572,-0.004305977710233097,0.27999999999999997,0.0020000000000000018
0.09,single,9,2372923970,1000,287,0.287,0.0975609756097561,0.1071428571428572,-0.009581881533101105,0.27999999999999997,0.007000000000000006
0.09,single,10,3327143595,1000,303,0.303,0.1188118811881188,0.1071428571428572,0.0116690240452616,0.27999999999999997,0.02300000000000002
0.09,single,11,811235141,1000,262,0.262,0.09541984732824428,0.1071428571428572,-0.011723009814612925,0.27999999999999997,-0.01799999999999996
0.09,single,12,685547104,1000,292,0.292,0.11301369863013698,0.1071428571428572,0.005870841487279774,0.27999999999999997,0.01200000000000001
0.09,single,13,2980940917,1000,290,0.29,0.1103448275862069,0.1071428571428572,0.0032019704433496887,0.27999999999999997,0.010000000000000009
0.09,single,14,1530480382,1000,289,0.289,0.10034602076124567,0.1071428571428572,-0.006796836381611535,0.27999999999999997,0.009000000000000008
0.09,single,15,213383724,1000,279,0.279,0.08960573476702509,0.1071428571428572,-0.017537122375832118,0.27999999999999997,-0.0009999999999999454
0.09,single,16,2745317461,1000,317,0.317,0.11041009463722397,0.1071428571428572,0.003267237494366762,0.27999999999999997,0.03700000000000003
0.09,single,17,2213844251,1000,302,0.302,0.076158940397351,0.1071428571428572,-0.030983916745506213,0.27999999999999997,0.02200000000000002
0.09,single,18,790005578,1000,288,0.288,0.11805555555555555,0.1071428571428572,0.010912698412698346,0.27999999999999997,0.008000000000000007
0.09,single,19,1596777045,1000,285,0.285,0.08771929824561403,0.1071428571428572,-0.019423558897243176,0.27999999999999997,0.0050000000000000044
0.09,single,20,3486676993,1000,258,0.258,0.11627906976744186,0.1071428571428572,0.009136212624584653,0.27999999999999997,-0.021999999999999964
0.09,single,21,1753202848,1000,286,0.286,0.15034965034965034,0.1071428571428572,0.04320679320679313,0.27999999999999997,0.006000000000000005
0.09,single,22,266196679,1000,274,0.274,0.13503649635036497,0.1071428571428572,0.02789363920750776,0.27999999999999997,-0.00599999999999995
0.09,single,23,2015644983,1000,269,0.269,0.137546468401487,0.1071428571428572,0.03040361125862978,0.27999999999999997,-0.010999999999999954
0.09,single,24,165212036,1000,272,0.272,0.0661764705882353,0.1071428571428572,-0.04096638655462191,0.27999999999999997,-0.007999999999999952
0.09,single,25,2094027474,1000,255,0.255,0.09019607843137255,0.1071428571428572,-0.01694677871148466,0.27999999999999997,-0.024999999999999967
0.09,single,26,2220297440,1000,275,0.275,0.09090909090909091,0.1071428571428572,-0.016233766233766295,0.27999999999999997,-0.004999999999999949
0.09,single,27,3071859492,1000,285,0.285,0.10526315789473684,0.1071428571428572,-0.00187969924812037,0.27999999999999997,0.0050000000000000044
0.09,single,28,1481158388,1000,270,0.27,0.1037037037037037,0.1071428571428572,-0.0034391534391535056,0.27999999999999997,-0.009999999999999953
0.09,single,29,334606898,1000,256,0.256,0.109375,0.1071428571428572,0.0022321428571427937,0.27999999999999997,-0.023999999999999966
0.09,single,30,3012860028,1000,283,0.283,0.1166077738515901,0.1071428571428572,0.009464916708732896,0.27999999999999997,0.0030000000000000027
0.09,single,31,3745996206,1000,272,0.272,0.1213235294117647,0.1071428571428572,0.014180672268907499,0.27999999999999997,-0.007999999999999952
0.09,single,32,2696341316,1000,281,0.281,0.08185053380782918,0.1071428571428572,-0.025292323335028025,0.27999999999999997,0.0010000000000000564
0.09,single,33,2109316768,1000,274,0.274,0.11313868613138686,0.1071428571428572,0.005995828988529656,0.27999999999999997,-0.00599999999999995
0.09,single,34,1585071501,1000,288,0.288,0.12152777777777778,0.1071428571428572,0.01438492063492057,0.27999999999999997,0.008000000000000007
0.09,single,35,3395808048,1000,283,0.283,0.08833922261484099,0.1071428571428572,-0.018803634528016214,0.27999999999999997,0.0030000000000000027
0.09,single,36,1449354637,1000,275,0.275,0.12363636363636364,0.1071428571428572,0.016493506493506435,0.27999999999999997,-0.004999999999999949
0.09,single,37,3001398095,1000,273,0.273,0.1282051282051282,0.1071428571428572,0.021062271062270987,0.27999999999999997,-0.006999999999999951
0.09,single,38,2423949060,1000,289,0.289,0.11072664359861592,0.1071428571428572,0.003583786455758714,0.27999999999999997,0.009000000000000008
0.09,single,39,365478724,1000,277,0.277,0.10469314079422383,0.1071428571428572,-0.0024497163486333767,0.27999999999999997,-0.002999999999999947
0.09,single,40,2427043936,1000,279,0.279,0.08960573476702509,0.1071428571428572,-0.017537122375832118,0.27999999999999997,-0.0009999999999999454
0.09,single,41,3874191775,1000,280,0.28,0.14642857142857144,0.1071428571428572,0.03928571428571423,0.27999999999999997,5.551115123125783e-17
0.09,single,42,4267030234,1000,274,0.274,0.11678832116788321,0.1071428571428572,0.009645464025026002,0.27999999999999997,-0.00599999999999995
0.09,single,43,3932789339,1000,247,0.247,0.10121457489878542,0.1071428571428572,-0.005928282244071784,0.27999999999999997,-0.032999999999999974
0.09,single,44,3309620276,1000,298,0.298,0.11409395973154363,0.1071428571428572,0.00695110258868642,0.27999999999999997,0.018000000000000016
0.09,single,45,2627496056,1000,309,0.309,0.09061488673139159,0.1071428571428572,-0.016527970411465615,0.27999999999999997,0.029000000000000026
0.09,single,46,1952110825,1000,251,0.251,0.10756972111553785,0.1071428571428572,0.0004268639726806439,0.27999999999999997,-0.02899999999999997
0.09,single,47,90095978,1000,282,0.282,0.12056737588652482,0.1071428571428572,0.01342451874366761,0.27999999999999997,0.0020000000000000018
0.09,single,48,1285374919,1000,275,0.275,0.12363636363636364,0.1071428571428572,0.016493506493506435,0.27999999999999997,-0.004999999999999949
0.09,single,49,3602790026,1000,270,0.27,0.0962962962962963,0.1071428571428572,-0.01084656084656091,0.27999999999999997,-0.009999999999999953
0.09,single,50,481453722,1000,266,0.266,0.10526315789473684,0.1071428571428572,-0.00187969924812037,0.27999999999999997,-0.013999999999999957
0.1,single,1,2325920242,1000,283,0.283,0.1413427561837456,0.11764705882352944,0.02369569736021615,0.2833333333333332,-0.0003333333333332411
0.1,single,2,186157679,1000,272,0.272,0.1323529411764706,0.11764705882352944,0.014705882352941152,0.2833333333333332,-0.011333333333333195
0.1,single,3,2978070340,1000,261,0.261,0.1111111111111111,0.11764705882352944,-0.006535947712418333,0.2833333333333332,-0.022333333333333205
0.1,single,4,4159398485,1000,261,0.261,0.12643678160919541,0.11764705882352944,0.008789722785665977,0.2833333333333332,-0.022333333333333205
0.1,single,5,440708882,1000,281,0.281,0.13167259786476868,0.11764705882352944,0.014025539041239238,0.2833333333333332,-0.0023333333333331874
0.1,single,6,3277400977,1000,295,0.295,0.1423728813559322,0.11764705882352944,0.02472582253240277,0.2833333333333332,0.01166666666666677
0.1,single,7,3657026994,1000,282,0.282,0.17375886524822695,0.11764705882352944,0.05611180642469751,0.2833333333333332,-0.001333333333333242
0.1,single,8,2021809500,1000,268,0.268,0.12313432835820895,0.11764705882352944,0.005487269534679512,0.2833333333333332,-0.015333333333333199
0.1,single,9,1912107291,1000,284,0.284,0.10211267605633803,0.11764705882352944,-0.015534382767191407,0.2833333333333332,0.0006666666666667598
0.1,single,10,1786305274,1000,293,0.293,0.10921501706484642,0.11764705882352944,-0.00843204175868302,0.2833333333333332,0.009666666666666768
0.1,single,11,1393009774,1000,286,0.286,0.11188811188811189,0.11764705882352944,-0.00575894693541755,0.2833333333333332,0.0026666666666667616
0.1,single,12,1165953836,1000,287,0.287,0.14982578397212543,0.11764705882352944,0.03217872514859599,0.2833333333333332,0.0036666666666667624
0.1,single,13,1537865593,1000,292,0.292,0.09931506849315068,0.11764705882352944,-0.01833199033037876,0.2833333333333332,0.008666666666666767
0.1,single,14,2879867626,1000,255,0.255,0.08627450980392157,0.11764705882352944,-0.03137254901960787,0.2833333333333332,-0.02833333333333321
0.1,single,15,2724049264,1000,282,0.282,0.1099290780141844,0.11764705882352944,-0.007717980809345035,0.2833333333333332,-0.001333333333333242
0.1,single,16,1792063715,1000,301,0.301,0.11960132890365449,0.11764705882352944,0.0019542700801250534,0.2833333333333332,0.017666666666666775
0.1,single,17,2678573368,1000,283,0.283,0.09540636042402827,0.11764705882352944,-0.02224069839950117,0.2833333333333332,-0.0003333333333332411
0.1,single,18,3823815918,1000,288,0.288,0.11805555555555555,0.11764705882352944,0.0004084967320261146,0.2833333333333332,0.004666666666666763
0.1,single,19,26031575,1000,270,0.27,0.10740740740740741,0.11764705882352944,-0.010239651416122028,0.2833333333333332,-0.013333333333333197
0.1,single,20,674070151,1000,293,0.293,0.14675767918088736,0.11764705882352944,0.029110620357357925,0.2833333333333332,0.009666666666666768
0.1,single,21,382738326,1000,269,0.269,0.12267657992565056,0.11764705882352944,0.005029521102121126,0.2833333333333332,-0.014333333333333198
0.1,single,22,1156649072,1000,307,0.307,0.13680781758957655,0.11764705882352944,0.019160758766047115,0.2833333333333332,0.02366666666666678
0.1,single,23,1664723874,1000,290,0.29,0.1482758620689655,0.11764705882352944,0.03062880324543607,0.2833333333333332,0.006666666666666765
0.1,single,24,2775399268,1000,308,0.308,0.12012987012987013,0.11764705882352944,0.0024828113063406904,0.2833333333333332,0.02466666666666678
0.1,single,25,114070335,1000,303,0.303,0.11221122112211221,0.11764705882352944,-0.005435837701417229,0.2833333333333332,0.019666666666666777
0.1,single,26,3287573796,1000,297,0.297,0.1111111111111111,0.11764705882352944,-0.006535947712418333,0.2833333333333332,0.013666666666666771
0.1,single,27,4212055576,1000,294,0.294,0.1054421768707483,0.11764705882352944,-0.012204881952781133,0.2833333333333332,0.010666666666666769
0.1,single,28,878789483,1000,289,0.289,0.1522491349480969,0.11764705882352944,0.03460207612456745,0.2833333333333332,0.005666666666666764
0.1,single,29,751699395,1000,281,0.281,0.08540925266903915,0.11764705882352944,-0.03223780615449029,0.2833333333333332,-0.0023333333333331874
0.1,single,30,4220588954,1000,280,0.28,0.09285714285714286,0.11764705882352944,-0.024789915966386578,0.2833333333333332,-0.0033333333333331883
0.1,single,31,1836834048,1000,268,0.268,0.11567164179104478,0.11764705882352944,-0.001975417032484661,0.2833333333333332,-0.015333333333333199
0.1,single,32,744264586,1000,307,0.307,0.11400651465798045,0.11764705882352944,-0.0036405441655489867,0.2833333333333332,0.02366666666666678
0.1,single,33,4256502625,1000,253,0.253,0.1225296442687747,0.11764705882352944,0.004882585445245266,0.2833333333333332,-0.030333333333333212
0.1,single,34,789234381,1000,287,0.287,0.11846689895470383,0.11764705882352944,0.000819840131174393,0.2833333333333332,0.0036666666666667624
0.1,single,35,296751803,1000,292,0.292,0.11643835616438356,0.11764705882352944,-0.0012087026591458827,0.2833333333333332,0.008666666666666767
0.1,single,36,2532221504,1000,287,0.287,0.09407665505226481,0.11764705882352944,-0.023570403771264625,0.2833333333333332,0.0036666666666667624
0.1,single,37,2288758332,1000,279,0.279,0.13620071684587814,0.11764705882352944,0.018553658022348707,0.2833333333333332,-0.004333333333333189
0.1,single,38,3055428093,1000,268,0.268,0.10820895522388059,0.11764705882352944,-0.009438103599648848,0.2833333333333332,-0.015333333333333199
0.1,single,39,171625001,1000,280,0.28,0.12857142857142856,0.11764705882352944,0.01092436974789912,0.2833333333333332,-0.0033333333333331883
0.1,single,40,486577887,1000,296,0.296,0.14189189189189189,0.11764705882352944,0.024244833068362448,0.2833333333333332,0.01266666666666677
0.1,single,41,3017392354,1000,289,0.289,0.12110726643598616,0.11764705882352944,0.003460207612456717,0.2833333333333332,0.005666666666666764
0.1,single,42,3715861973,1000,301,0.301,0.09302325581395349,0.11764705882352944,-0.02462380300957595,0.2833333333333332,0.017666666666666775
0.1,single,43,3693266260,1000,283,0.283,0.13427561837455831,0.11764705882352944,0.016628559551028876,0.2833333333333332,-0.0003333333333332411
0.1,single,44,914915568,1000,280,0.28,0.11785714285714285,0.11764705882352944,0.00021008403361341688,0.2833333333333332,-0.0033333333333331883
0.1,single,45,2053776618,1000,271,0.271,0.11439114391143912,0.11764705882352944,-0.0032559149120903186,0.2833333333333332,-0.012333333333333196
0.1,single,46,1671410599,1000,292,0.292,0.1506849315068493,0.11764705882352944,0.03303787268331987,0.2833333333333332,0.008666666666666767
0.1,single,47,1881965335,1000,293,0.293,0.13310580204778158,0.11764705882352944,0.015458743224252142,0.2833333333333332,0.009666666666666768
0.1,single,48,2206266535,1000,306,0.306,0.11764705882352941,0.11764705882352944,-2.7755575615628914e-17,0.2833333333333332,0.02266666666666678
0.1,single,49,1806144183,1000,288,0.288,0.11458333333333333,0.11764705882352944,-0.003063725490196109,0.2833333333333332,0.004666666666666763
0.1,single,50,3603815148,1000,275,0.275,0.10545454545454545,0.11764705882352944,-0.012192513368983984,0.2833333333333332,-0.008333333333333193
0.01,dual,1,193135606,1000,269,0.269,0.01486988847583643,0.02267396403440179,-0.007804075558565358,0.2557999999999999,0.0132000000000001
0.01,dual,2,501010146,1000,241,0.241,0.02074688796680498,0.02267396403440179,-0.0019270760675968099,0.2557999999999999,-0.014799999999999924
0.01,dual,3,4259303182,1000,229,0.229,0.034934497816593885,0.02267396403440179,0.012260533782192096,0.2557999999999999,-0.026799999999999907
0.01,dual,4,1124744476,1000,254,0.254,0.007874015748031496,0.02267396403440179,-0.014799948286370292,0.2557999999999999,-0.0017999999999999128
0.01,dual,5,1826933376,1000,280,0.28,0.039285714285714285,0.02267396403440179,0.016611750251312497,0.2557999999999999,0.02420000000000011
0.01,dual,6,2770843062,1000,248,0.248,0.012096774193548387,0.02267396403440179,-0.010577189840853402,0.2557999999999999,-0.007799999999999918
0.01,dual,7,4258477137,1000,265,0.265,0.018867924528301886,0.02267396403440179,-0.003806039506099902,0.2557999999999999,0.009200000000000097
0.01,dual,8,498560212,1000,266,0.266,0.03383458646616541,0.02267396403440179,0.011160622431763623,0.2557999999999999,0.010200000000000098
0.01,dual,9,1082926852,1000,243,0.243,0.00823045267489712,0.02267396403440179,-0.014443511359504668,0.2557999999999999,-0.012799999999999923
0.01,dual,10,2124437933,1000,232,0.232,0.017241379310344827,0.02267396403440179,-0.005432584724056961,0.2557999999999999,-0.023799999999999905
0.01,dual,11,4223563219,1000,253,0.253,0.015810276679841896,0.02267396403440179,-0.006863687354559892,0.2557999999999999,-0.0027999999999999137
0.01,dual,12,1553264383,1000,237,0.237,0.02109704641350211,0.02267396403440179,-0.0015769176208996795,0.2557999999999999,-0.018799999999999928
0.01,dual,13,2946272326,1000,245,0.245,0.00816326530612245,0.02267396403440179,-0.014510698728279339,0.2557999999999999,-0.01079999999999992
0.01,dual,14,1250931011,1000,257,0.257,0.023346303501945526,0.02267396403440179,0.0006723394675437373,0.2557999999999999,0.0012000000000000899
0.01,dual,15,372244041,1000,269,0.269,0.026022304832713755,0.02267396403440179,0.003348340798311967,0.2557999999999999,0.0132000000000001
0.01,dual,16,2246153675,1000,257,0.257,0.01556420233463035,0.02267396403440179,-0.007109761699771438,0.2557999999999999,0.0012000000000000899
0.01,dual,17,778880817,1000,250,0.25,0.012,0.02267396403440179,-0.010673964034401788,0.2557999999999999,-0.005799999999999916
0.01,dual,18,4213748816,1000,244,0.244,0.012295081967213115,0.02267396403440179,-0.010378882067188674,0.2557999999999999,-0.011799999999999922
0.01,dual,19,476317651,1000,262,0.262,0.007633587786259542,0.02267396403440179,-0.015040376248142247,0.2557999999999999,0.006200000000000094
0.01,dual,20,2428361596,1000,267,0.267,0.0,0.02267396403440179,-0.02267396403440179,0.2557999999999999,0.011200000000000099
0.01,dual,21,2834593937,1000,245,0.245,0.04081632653061224,0.02267396403440179,0.018142362496210453,0.2557999999999999,-0.01079999999999992
0.01,dual,22,2271464273,1000,272,0.272,0.025735294117647058,0.02267396403440179,0.0030613300832452693,0.2557999999999999,0.016200000000000103
0.01,dual,23,691852739,1000,249,0.249,0.024096385542168676,0.02267396403440179,0.0014224215077668877,0.2557999999999999,-0.006799999999999917
0.01,dual,24,3566812483,1000,266,0.266,0.015037593984962405,0.02267396403440179,-0.007636370049439383,0.2557999999999999,0.010200000000000098
0.01,dual,25,1765140806,1000,250,0.25,0.02,0.02267396403440179,-0.002673964034401788,0.2557999999999999,-0.005799999999999916
0.01,dual,26,4049391541,1000,265,0.265,0.01509433962264151,0.02267396403440179,-0.007579624411760279,0.2557999999999999,0.009200000000000097
0.01,dual,27,3969439970,1000,260,0.26,0.038461538461538464,0.02267396403440179,0.015787574427136675,0.2557999999999999,0.0042000000000000925
0.01,dual,28,3381768627,1000,235,0.235,0.02127659574468085,0.02267396403440179,-0.0013973682897209377,0.2557999999999999,-0.02079999999999993
0.01,dual,29,1806012013,1000,247,0.247,0.020242914979757085,0.02267396403440179,-0.002431049054644703,0.2557999999999999,-0.008799999999999919
0.01,dual,30,236655208,1000,270,0.27,0.018518518518518517,0.02267396403440179,-0.004155445515883271,0.2557999999999999,0.014200000000000101
0.01,dual,31,678988804,1000,257,0.257,0.023346303501945526,0.02267396403440179,0.0006723394675437373,0.2557999999999999,0.0012000000000000899
0.01,dual,32,2136511690,1000,271,0.271,0.01107011070110701,0.02267396403440179,-0.011603853333294778,0.2557999999999999,0.015200000000000102
0.01,dual,33,2988634976,1000,258,0.258,0.031007751937984496,0.02267396403440179,0.008333787903582707,0.2557999999999999,0.0022000000000000908
0.01,dual,34,490467252,1000,280,0.28,0.03214285714285714,0.02267396403440179,0.009468893108455351,0.2557999999999999,0.02420000000000011
0.01,dual,35,475321548,1000,255,0.255,0.011764705882352941,0.02267396403440179,-0.010909258152048847,0.2557999999999999,-0.0007999999999999119
0.01,dual,36,591306613,1000,262,0.262,0.030534351145038167,0.02267396403440179,0.007860387110636378,0.2557999999999999,0.006200000000000094
0.01,dual,37,4293936293,1000,219,0.219,0.0228310502283105,0.02267396403440179,0.00015708619390871273,0.2557999999999999,-0.036799999999999916
0.01,dual,38,433678982,1000,267,0.267,0.033707865168539325,0.02267396403440179,0.011033901134137537,0.2557999999999999,0.011200000000000099
0.01,dual,39,254434849,1000,253,0.253,0.039525691699604744,0.02267396403440179,0.016851727665202956,0.2557999999999999,-0.0027999999999999137
0.01,dual,40,3764122116,1000,257,0.257,0.03501945525291829,0.02267396403440179,0.0123454912185165,0.2557999999999999,0.0012000000000000899
0.01,dual,41,3775341834,1000,252,0.252,0.03968253968253968,0.02267396403440179,0.017008575648137892,0.2557999999999999,-0.0037999999999999146
0.01,dual,42,2295161790,1000,247,0.247,0.020242914979757085,0.02267396403440179,-0.002431049054644703,0.2557999999999999,-0.008799999999999919
0.01,dual,43,1340675953,1000,272,0.272,0.014705882352941176,0.02267396403440179,-0.007968081681460612,0.2557999999999999,0.016200000000000103
0.01,dual,44,4228800679,1000,262,0.262,0.015267175572519083,0.02267396403440179,-0.007406788461882705,0.2557999999999999,0.006200000000000094
0.01,dual,45,710981592,1000,258,0.258,0.031007751937984496,0.02267396403440179,0.008333787903582707,0.2557999999999999,0.0022000000000000908
0.01,dual,46,511236393,1000,258,0.258,0.007751937984496124,0.02267396403440179,-0.014922026049905664,0.2557999999999999,0.0022000000000000908
0.01,dual,47,1292947281,1000,223,0.223,0.026905829596412557,0.02267396403440179,0.004231865562010769,0.2557999999999999,-0.03279999999999991
0.01,dual,48,2402102091,1000,248,0.248,0.024193548387096774,0.02267396403440179,0.0015195843526949852,0.2557999999999999,-0.007799999999999918
0.01,dual,49,1836930133,1000,243,0.243,0.04526748971193416,0.02267396403440179,0.02259352567753237,0.2557999999999999,-0.012799999999999923
0.01,dual,50,3577390046,1000,279,0.279,0.025089605734767026,0.02267396403440179,0.0024156417003652376,0.2557999999999999,0.02320000000000011
0.02,dual,1,1678078846,1000,245,0.245,0.04897959183673469,0.04409890390007648,0.004880687936658211,0.2615333333333333,-0.01653333333333329
0.02,dual,2,2699585592,1000,265,0.265,0.033962264150943396,0.04409890390007648,-0.010136639749133085,0.2615333333333333,0.003466666666666729
0.02,dual,3,2724668770,1000,243,0.243,0.02880658436213992,0.04409890390007648,-0.015292319537936562,0.2615333333333333,-0.01853333333333329
0.02,dual,4,573465843,1000,272,0.272,0.07352941176470588,0.04409890390007648,0.029430507864629404,0.2615333333333333,0.010466666666666735
