p,scenario,trial,seed,n_transmissions,conclusive_count,conclusive_fraction,qber,exact_qber,difference_from_exact,exact_conclusive_probability,difference_conclusive
0.06,dual,2,932110474,1000,261,0.261,0.13409961685823754,0.11909795630725867,0.015001660550978874,0.2837999999999999,-0.022799999999999876
0.06,dual,3,132310261,1000,323,0.323,0.14860681114551083,0.11909795630725867,0.029508854838252163,0.2837999999999999,0.039200000000000124
0.06,dual,4,1690529622,1000,274,0.274,0.09854014598540146,0.11909795630725867,-0.020557810321857203,0.2837999999999999,-0.009799999999999864
0.06,dual,5,226116142,1000,277,0.277,0.1407942238267148,0.11909795630725867,0.021696267519456136,0.2837999999999999,-0.006799999999999862
0.06,dual,6,2837616096,1000,274,0.274,0.12773722627737227,0.11909795630725867,0.008639269970113606,0.2837999999999999,-0.009799999999999864
0.06,dual,7,1223811958,1000,236,0.236,0.11016949152542373,0.11909795630725867,-0.008928464781834941,0.2837999999999999,-0.0477999999999999
0.06,dual,8,3820082541,1000,255,0.255,0.12941176470588237,0.11909795630725867,0.010313808398623697,0.2837999999999999,-0.02879999999999988
0.06,dual,9,885831520,1000,285,0.285,0.14736842105263157,0.11909795630725867,0.028270464745372897,0.2837999999999999,0.0012000000000000899
0.06,dual,10,2972407964,1000,309,0.309,0.13268608414239483,0.11909795630725867,0.01358812783513616,0.2837999999999999,0.02520000000000011
0.06,dual,11,1918239609,1000,293,0.293,0.15358361774744028,0.11909795630725867,0.034485661440181614,0.2837999999999999,0.009200000000000097
0.06,dual,12,429269225,1000,283,0.283,0.10247349823321555,0.11909795630725867,-0.016624458074043114,0.2837999999999999,-0.0007999999999999119
0.06,dual,13,2939687331,1000,289,0.289,0.10726643598615918,0.11909795630725867,-0.011831520321099492,0.2837999999999999,0.0052000000000000934
0.06,dual,14,739934779,1000,300,0.3,0.12,0.11909795630725867,0.0009020436927413278,0.2837999999999999,0.016200000000000103
0.06,dual,15,2495209617,1000,286,0.286,0.11538461538461539,0.11909795630725867,-0.0037133409226432768,0.2837999999999999,0.0022000000000000908
0.06,dual,16,954620969,1000,293,0.293,0.13310580204778158,0.11909795630725867,0.014007845740522912,0.2837999999999999,0.009200000000000097
0.06,dual,17,336496416,1000,323,0.323,0.11145510835913312,0.11909795630725867,-0.007642847948125545,0.2837999999999999,0.039200000000000124
0.06,dual,18,223625436,1000,305,0.305,0.12459016393442623,0.11909795630725867,0.005492207627167567,0.2837999999999999,0.021200000000000108
0.06,dual,19,197501499,1000,262,0.262,0.12213740458015267,0.11909795630725867,0.003039448272893999,0.2837999999999999,-0.021799999999999875
0.06,dual,20,3629396077,1000,286,0.286,0.12937062937062938,0.11909795630725867,0.010272673063370708,0.2837999999999999,0.0022000000000000908
0.06,dual,21,2907905175,1000,285,0.285,0.12280701754385964,0.11909795630725867,0.0037090612366009745,0.2837999999999999,0.0012000000000000899
0.06,dual,22,71694047,1000,280,0.28,0.08928571428571429,0.11909795630725867,-0.02981224202154438,0.2837999999999999,-0.003799999999999859
0.06,dual,23,2352082070,1000,300,0.3,0.11,0.11909795630725867,-0.009097956307258667,0.2837999999999999,0.016200000000000103
0.06,dual,24,2413512235,1000,288,0.288,0.1076388888888889,0.11909795630725867,-0.011459067418369773,0.2837999999999999,0.0042000000000000925
0.06,dual,25,2406237312,1000,267,0.267,0.10112359550561797,0.11909795630725867,-0.017974360801640693,0.2837999999999999,-0.01679999999999987
0.06,dual,26,922124405,1000,299,0.299,0.0903010033444816,0.11909795630725867,-0.028796952962777067,0.2837999999999999,0.015200000000000102
0.06,dual,27,3109875024,1000,270,0.27,0.11481481481481481,0.11909795630725867,-0.004283141492443854,0.2837999999999999,-0.013799999999999868
0.06,dual,28,2128529287,1000,277,0.277,0.1371841155234657,0.11909795630725867,0.018086159216207043,0.2837999999999999,-0.006799999999999862
0.06,dual,29,1616502418,1000,289,0.289,0.09342560553633218,0.11909795630725867,-0.025672350770926486,0.2837999999999999,0.0052000000000000934
0.06,dual,30,1290093403,1000,277,0.277,0.10108303249097472,0.11909795630725867,-0.018014923816283945,0.2837999999999999,-0.006799999999999862
0.06,dual,31,2905302086,1000,278,0.278,0.07553956834532374,0.11909795630725867,-0.043558387961934925,0.2837999999999999,-0.005799999999999861
0.06,dual,32,841223087,1000,323,0.323,0.13312693498452013,0.11909795630725867,0.014028978677261467,0.2837999999999999,0.039200000000000124
0.06,dual,33,2726153678,1000,288,0.288,0.1111111111111111,0.11909795630725867,-0.007986845196147563,0.2837999999999999,0.0042000000000000925
0.06,dual,34,3181465537,1000,286,0.286,0.12237762237762238,0.11909795630725867,0.0032796660703637154,0.2837999999999999,0.0022000000000000908
0.06,dual,35,1845419550,1000,274,0.274,0.11678832116788321,0.11909795630725867,-0.00230963513937546,0.2837999999999999,-0.009799999999999864
0.06,dual,36,285436267,1000,287,0.287,0.13937282229965156,0.11909795630725867,0.020274865992392893,0.2837999999999999,0.0032000000000000917
0.06,dual,37,2924841109,1000,278,0.278,0.14028776978417265,0.11909795630725867,0.021189813476913982,0.2837999999999999,-0.005799999999999861
0.06,dual,38,2935615812,1000,271,0.271,0.14022140221402213,0.11909795630725867,0.02112344590676346,0.2837999999999999,-0.012799999999999867
0.06,dual,39,2976166599,1000,284,0.284,0.10211267605633803,0.11909795630725867,-0.016985280250920637,0.2837999999999999,0.000200000000000089
0.06,dual,40,1790987884,1000,284,0.284,0.12323943661971831,0.11909795630725867,0.004141480312459644,0.2837999999999999,0.000200000000000089
0.06,dual,41,2035899020,1000,245,0.245,0.1346938775510204,0.11909795630725867,0.015595921243761746,0.2837999999999999,-0.03879999999999989
0.06,dual,42,2617263197,1000,276,0.276,0.12681159420289856,0.11909795630725867,0.007713637895639891,0.2837999999999999,-0.007799999999999863
0.06,dual,43,2920380561,1000,309,0.309,0.10679611650485436,0.11909795630725867,-0.012301839802404305,0.2837999999999999,0.02520000000000011
0.06,dual,44,2161595125,1000,291,0.291,0.11683848797250859,0.11909795630725867,-0.0022594683347500755,0.2837999999999999,0.007200000000000095
0.06,dual,45,2189920732,1000,260,0.26,0.06923076923076923,0.11909795630725867,-0.04986718707648943,0.2837999999999999,-0.023799999999999877
0.06,dual,46,349120745,1000,315,0.315,0.09206349206349207,0.11909795630725867,-0.0270344642437666,0.2837999999999999,0.031200000000000117
0.06,dual,47,1096809599,1000,273,0.273,0.12087912087912088,0.11909795630725867,0.0017811645718622121,0.2837999999999999,-0.010799999999999865
0.06,dual,48,435705631,1000,293,0.293,0.08873720136518772,0.11909795630725867,-0.030360754942070953,0.2837999999999999,0.009200000000000097
0.06,dual,49,3080883314,1000,284,0.284,0.13028169014084506,0.11909795630725867,0.011183733833586396,0.2837999999999999,0.000200000000000089
0.06,dual,50,2437209480,1000,280,0.28,0.12857142857142856,0.11909795630725867,0.009473472264169891,0.2837999999999999,-0.003799999999999859
0.07,dual,1,1411582568,1000,310,0.31,0.11290322580645161,0.13554633471645916,-0.02264310891000755,0.28919999999999985,0.02080000000000015
0.07,dual,2,935943691,1000,274,0.274,0.12408759124087591,0.13554633471645916,-0.011458743475583247,0.28919999999999985,-0.015199999999999825
0.07,dual,3,1188025070,1000,282,0.282,0.1702127659574468,0.13554633471645916,0.034666431240987644,0.28919999999999985,-0.007199999999999873
0.07,dual,4,2600064124,1000,298,0.298,0.1610738255033557,0.13554633471645916,0.025527490786896534,0.28919999999999985,0.008800000000000141
0.07,dual,5,4210272317,1000,264,0.264,0.10984848484848485,0.13554633471645916,-0.025697849867974312,0.28919999999999985,-0.025199999999999834
0.07,dual,6,2270099707,1000,293,0.293,0.13310580204778158,0.13554633471645916,-0.002440532668677581,0.28919999999999985,0.0038000000000001366
0.07,dual,7,135981394,1000,291,0.291,0.12027491408934708,0.13554633471645916,-0.015271420627112078,0.28919999999999985,0.0018000000000001348
0.07,dual,8,3241090320,1000,278,0.278,0.12589928057553956,0.13554633471645916,-0.009647054140919598,0.28919999999999985,-0.011199999999999821
0.07,dual,9,3565053585,1000,264,0.264,0.12878787878787878,0.13554633471645916,-0.006758455928580376,0.28919999999999985,-0.025199999999999834
0.07,dual,10,1135170469,1000,304,0.304,0.14802631578947367,0.13554633471645916,0.012479981073014512,0.28919999999999985,0.014800000000000146
0.07,dual,11,3769094672,1000,305,0.305,0.13442622950819672,0.13554633471645916,-0.0011201052082624452,0.28919999999999985,0.015800000000000147
0.07,dual,12,2591081052,1000,292,0.292,0.1404109589041096,0.13554633471645916,0.004864624187650435,0.28919999999999985,0.0028000000000001357
0.07,dual,13,3369415806,1000,276,0.276,0.14492753623188406,0.13554633471645916,0.009381201515424903,0.28919999999999985,-0.013199999999999823
0.07,dual,14,3272276595,1000,298,0.298,0.12751677852348994,0.13554633471645916,-0.008029556192969217,0.28919999999999985,0.008800000000000141
0.07,dual,15,2099809549,1000,287,0.287,0.13240418118466898,0.13554633471645916,-0.003142153531790176,0.28919999999999985,-0.0021999999999998687
0.07,dual,16,1490391477,1000,297,0.297,0.15151515151515152,0.13554633471645916,0.01596881679869236,0.28919999999999985,0.00780000000000014
0.07,dual,17,2390166068,1000,284,0.284,0.0880281690140845,0.13554633471645916,-0.04751816570237466,0.28919999999999985,-0.005199999999999871
0.07,dual,18,2844178905,1000,311,0.311,0.09967845659163987,0.13554633471645916,-0.035867878124819286,0.28919999999999985,0.021800000000000153
0.07,dual,19,1233097874,1000,271,0.271,0.15129151291512916,0.13554633471645916,0.015745178198669996,0.28919999999999985,-0.018199999999999827
0.07,dual,20,1102798784,1000,295,0.295,0.14576271186440679,0.13554633471645916,0.010216377147947625,0.28919999999999985,0.005800000000000138
0.07,dual,21,1443382891,1000,284,0.284,0.13028169014084506,0.13554633471645916,-0.005264644575614097,0.28919999999999985,-0.005199999999999871
0.07,dual,22,1864321804,1000,276,0.276,0.15579710144927536,0.13554633471645916,0.0202507667328162,0.28919999999999985,-0.013199999999999823
0.07,dual,23,434982855,1000,312,0.312,0.14423076923076922,0.13554633471645916,0.008684434514310058,0.28919999999999985,0.022800000000000153
0.07,dual,24,3999276331,1000,315,0.315,0.11428571428571428,0.13554633471645916,-0.021260620430744878,0.28919999999999985,0.025800000000000156
0.07,dual,25,3632415902,1000,312,0.312,0.09615384615384616,0.13554633471645916,-0.039392488562613,0.28919999999999985,0.022800000000000153
0.07,dual,26,506053855,1000,275,0.275,0.16,0.13554633471645916,0.024453665283540843,0.28919999999999985,-0.014199999999999824
0.07,dual,27,2971480135,1000,306,0.306,0.13725490196078433,0.13554633471645916,0.0017085672443251654,0.28919999999999985,0.016800000000000148
0.07,dual,28,3393133436,1000,285,0.285,0.14035087719298245,0.13554633471645916,0.004804542476523288,0.28919999999999985,-0.0041999999999998705
0.07,dual,29,349604590,1000,288,0.288,0.1284722222222222,0.13554633471645916,-0.00707411249423695,0.28919999999999985,-0.0011999999999998678
0.07,dual,30,3427739100,1000,297,0.297,0.10774410774410774,0.13554633471645916,-0.02780222697235142,0.28919999999999985,0.00780000000000014
0.07,dual,31,2262935045,1000,309,0.309,0.1423948220064725,0.13554633471645916,0.006848487290013333,0.28919999999999985,0.01980000000000015
0.07,dual,32,874887693,1000,310,0.31,0.18064516129032257,0.13554633471645916,0.04509882657386341,0.28919999999999985,0.02080000000000015
0.07,dual,33,3060158374,1000,297,0.297,0.10437710437710437,0.13554633471645916,-0.031169230339354786,0.28919999999999985,0.00780000000000014
0.07,dual,34,1393635788,1000,304,0.304,0.11842105263157894,0.13554633471645916,-0.01712528208488022,0.28919999999999985,0.014800000000000146
0.07,dual,35,3085791982,1000,297,0.297,0.1414141414141414,0.13554633471645916,0.0058678066976822485,0.28919999999999985,0.00780000000000014
0.07,dual,36,3233666336,1000,276,0.276,0.13043478260869565,0.13554633471645916,-0.005111552107763512,0.28919999999999985,-0.013199999999999823
0.07,dual,37,500039951,1000,294,0.294,0.12244897959183673,0.13554633471645916,-0.013097355124622428,0.28919999999999985,0.0048000000000001375
0.07,dual,38,3496552380,1000,283,0.283,0.14487632508833923,0.13554633471645916,0.009329990371880065,0.28919999999999985,-0.006199999999999872
0.07,dual,39,3213959478,1000,305,0.305,0.1377049180327869,0.13554633471645916,0.0021585833163277335,0.28919999999999985,0.015800000000000147
0.07,dual,40,569268565,1000,291,0.291,0.11683848797250859,0.13554633471645916,-0.018707846743950568,0.28919999999999985,0.0018000000000001348
0.07,dual,41,2484924287,1000,320,0.32,0.1625,0.13554633471645916,0.026953665283540845,0.28919999999999985,0.03080000000000016
0.07,dual,42,2038996021,1000,294,0.294,0.1836734693877551,0.13554633471645916,0.04812713467129595,0.28919999999999985,0.0048000000000001375
0.07,dual,43,2556469894,1000,289,0.289,0.11764705882352941,0.13554633471645916,-0.01789927589292975,0.28919999999999985,-0.00019999999999986695
0.07,dual,44,1785260309,1000,314,0.314,0.13694267515923567,0.13554633471645916,0.0013963404427765058,0.28919999999999985,0.024800000000000155
0.07,dual,45,3826665625,1000,294,0.294,0.11904761904761904,0.13554633471645916,-0.01649871566884012,0.28919999999999985,0.0048000000000001375
0.07,dual,46,906150859,1000,307,0.307,0.14332247557003258,0.13554633471645916,0.007776140853573421,0.28919999999999985,0.01780000000000015
0.07,dual,47,1802754926,1000,286,0.286,0.15034965034965034,0.13554633471645916,0.014803315633191177,0.28919999999999985,-0.0031999999999998696
0.07,dual,48,3014013704,1000,308,0.308,0.17532467532467533,0.13554633471645916,0.03977834060821617,0.28919999999999985,0.01880000000000015
0.07,dual,49,525594203,1000,279,0.279,0.12186379928315412,0.13554633471645916,-0.01368253543330504,0.28919999999999985,-0.01019999999999982
0.07,dual,50,700066903,1000,266,0.266,0.14285714285714285,0.13554633471645916,0.007310808140683689,0.28919999999999985,-0.023199999999999832
0.08,dual,1,1867349631,1000,290,0.29,0.1206896551724138,0.15119963784517879,-0.030509982672764988,0.29453333333333326,-0.004533333333333278
0.08,dual,2,1466031902,1000,307,0.307,0.1498371335504886,0.15119963784517879,-0.0013625042946901755,0.29453333333333326,0.012466666666666737
0.08,dual,3,1227843725,1000,287,0.287,0.14285714285714285,0.15119963784517879,-0.008342494988035937,0.29453333333333326,-0.007533333333333281
0.08,dual,4,1695298315,1000,320,0.32,0.1625,0.15119963784517879,0.01130036215482122,0.29453333333333326,0.02546666666666675
0.08,dual,5,1056503989,1000,301,0.301,0.12624584717607973,0.15119963784517879,-0.024953790669099057,0.29453333333333326,0.006466666666666732
0.08,dual,6,3276781348,1000,289,0.289,0.1245674740484429,0.15119963784517879,-0.026632163796735886,0.29453333333333326,-0.005533333333333279
0.08,dual,7,689274310,1000,308,0.308,0.1525974025974026,0.15119963784517879,0.0013977647522238068,0.29453333333333326,0.013466666666666738
0.08,dual,8,2834474311,1000,288,0.288,0.13541666666666666,0.15119963784517879,-0.01578297117851213,0.29453333333333326,-0.00653333333333328
0.08,dual,9,39579799,1000,300,0.3,0.14,0.15119963784517879,-0.011199637845178773,0.29453333333333326,0.005466666666666731
0.08,dual,10,3168423924,1000,319,0.319,0.15987460815047022,0.15119963784517879,0.008674970305291435,0.29453333333333326,0.024466666666666748
0.08,dual,11,1225811502,1000,304,0.304,0.13157894736842105,0.15119963784517879,-0.01962069047675774,0.29453333333333326,0.009466666666666734
0.08,dual,12,2789397359,1000,319,0.319,0.12225705329153605,0.15119963784517879,-0.028942584553642736,0.29453333333333326,0.024466666666666748
0.08,dual,13,827326222,1000,276,0.276,0.13043478260869565,0.15119963784517879,-0.020764855236483137,0.29453333333333326,-0.018533333333333235
0.08,dual,14,2676076225,1000,281,0.281,0.15658362989323843,0.15119963784517879,0.005383992048059644,0.29453333333333326,-0.01353333333333323
0.08,dual,15,2356530831,1000,309,0.309,0.19093851132686085,0.15119963784517879,0.03973887348168206,0.29453333333333326,0.014466666666666739
0.08,dual,16,4283210831,1000,298,0.298,0.12416107382550336,0.15119963784517879,-0.02703856401967543,0.29453333333333326,0.003466666666666729
0.08,dual,17,1678881093,1000,287,0.287,0.1672473867595819,0.15119963784517879,0.01604774891440311,0.29453333333333326,-0.007533333333333281
0.08,dual,18,2412315180,1000,313,0.313,0.15654952076677317,0.15119963784517879,0.005349882921594384,0.29453333333333326,0.018466666666666742
0.08,dual,19,2107398289,1000,290,0.29,0.16551724137931034,0.15119963784517879,0.014317603534131557,0.29453333333333326,-0.004533333333333278
0.08,dual,20,3273346533,1000,298,0.298,0.14429530201342283,0.15119963784517879,-0.006904335831755953,0.29453333333333326,0.003466666666666729
0.08,dual,21,4077578844,1000,292,0.292,0.1815068493150685,0.15119963784517879,0.03030721146988971,0.29453333333333326,-0.0025333333333332764
0.08,dual,22,3263192177,1000,320,0.32,0.1375,0.15119963784517879,-0.013699637845178775,0.29453333333333326,0.02546666666666675
0.08,dual,23,812356249,1000,291,0.291,0.16151202749140894,0.15119963784517879,0.010312389646230158,0.29453333333333326,-0.0035333333333332773
0.08,dual,24,3037780816,1000,303,0.303,0.15841584158415842,0.15119963784517879,0.007216203738979632,0.29453333333333326,0.008466666666666733
0.08,dual,25,171696508,1000,295,0.295,0.19661016949152543,0.15119963784517879,0.04541053164634665,0.29453333333333326,0.0004666666666667263
0.08,dual,26,4241648695,1000,327,0.327,0.13761467889908258,0.15119963784517879,-0.01358495894609621,0.29453333333333326,0.032466666666666755
0.08,dual,27,2184617665,1000,288,0.288,0.1701388888888889,0.15119963784517879,0.01893925104371011,0.29453333333333326,-0.00653333333333328
0.08,dual,28,3836734803,1000,289,0.289,0.14878892733564014,0.15119963784517879,-0.002410710509538644,0.29453333333333326,-0.005533333333333279
0.08,dual,29,4083697066,1000,284,0.284,0.10211267605633803,0.15119963784517879,-0.049086961788840755,0.29453333333333326,-0.010533333333333283
0.08,dual,30,1813176146,1000,287,0.287,0.14285714285714285,0.15119963784517879,-0.008342494988035937,0.29453333333333326,-0.007533333333333281
0.08,dual,31,2746300709,1000,280,0.28,0.15,0.15119963784517879,-0.0011996378451787915,0.29453333333333326,-0.014533333333333232
0.08,dual,32,1720249499,1000,279,0.279,0.15053763440860216,0.15119963784517879,-0.0006620034365766303,0.29453333333333326,-0.015533333333333232
0.08,dual,33,3691643607,1000,284,0.284,0.15140845070422534,0.15119963784517879,0.00020881285904655877,0.29453333333333326,-0.010533333333333283
0.08,dual,34,2714242098,1000,279,0.279,0.13978494623655913,0.15119963784517879,-0.01141469160861966,0.29453333333333326,-0.015533333333333232
0.08,dual,35,3715179783,1000,276,0.276,0.17753623188405798,0.15119963784517879,0.026336594038879196,0.29453333333333326,-0.018533333333333235
0.08,dual,36,3686182937,1000,300,0.3,0.18,0.15119963784517879,0.028800362154821207,0.29453333333333326,0.005466666666666731
0.08,dual,37,3335979562,1000,290,0.29,0.13793103448275862,0.15119963784517879,-0.013268603362420167,0.29453333333333326,-0.004533333333333278
0.08,dual,38,2086312656,1000,312,0.312,0.16346153846153846,0.15119963784517879,0.012261900616359678,0.29453333333333326,0.01746666666666674
0.08,dual,39,2815779005,1000,304,0.304,0.13157894736842105,0.15119963784517879,-0.01962069047675774,0.29453333333333326,0.009466666666666734
0.08,dual,40,673788188,1000,274,0.274,0.13503649635036497,0.15119963784517879,-0.01616314149481382,0.29453333333333326,-0.020533333333333237
0.08,dual,41,4086325580,1000,279,0.279,0.17204301075268819,0.15119963784517879,0.0208433729075094,0.29453333333333326,-0.015533333333333232
0.08,dual,42,2070553584,1000,307,0.307,0.17263843648208468,0.15119963784517879,0.021438798636905898,0.29453333333333326,0.012466666666666737
0.08,dual,43,86213697,1000,310,0.31,0.1064516129032258,0.15119963784517879,-0.044748024941952985,0.29453333333333326,0.01546666666666674
0.08,dual,44,4088431476,1000,306,0.306,0.16993464052287582,0.15119963784517879,0.018735002677697038,0.29453333333333326,0.011466666666666736
0.08,dual,45,3111859058,1000,287,0.287,0.14634146341463414,0.15119963784517879,-0.004858174430544648,0.29453333333333326,-0.007533333333333281
0.08,dual,46,1229953575,1000,304,0.304,0.14473684210526316,0.15119963784517879,-0.006462795739915622,0.29453333333333326,0.009466666666666734
0.08,dual,47,23455638,1000,290,0.29,0.1413793103448276,0.15119963784517879,-0.009820327500351195,0.29453333333333326,-0.004533333333333278
0.08,dual,48,2916363579,1000,286,0.286,0.16783216783216784,0.15119963784517879,0.016632529986989053,0.29453333333333326,-0.008533333333333282
0.08,dual,49,2480200007,1000,279,0.279,0.16845878136200718,0.15119963784517879,0.01725914351682839,0.29453333333333326,-0.015533333333333232
0.08,dual,50,2453329325,1000,278,0.278,0.14028776978417265,0.15119963784517879,-0.010911868061006136,0.29453333333333326,-0.016533333333333233
0.09,dual,1,3197297388,1000,299,0.299,0.16387959866220736,0.16611074049366242,-0.0022311418314550635,0.29979999999999996,-0.0007999999999999674
0.09,dual,2,3926389466,1000,315,0.315,0.17777777777777778,0.16611074049366242,0.011667037284115361,0.29979999999999996,0.015200000000000047
0.09,dual,3,792119487,1000,320,0.32,0.15625,0.16611074049366242,-0.009860740493662423,0.29979999999999996,0.02020000000000005
0.09,dual,4,2694263752,1000,292,0.292,0.1643835616438356,0.16611074049366242,-0.001727178849826816,0.29979999999999996,-0.007799999999999974
0.09,dual,5,891853327,1000,269,0.269,0.15985130111524162,0.16611074049366242,-0.0062594393784208,0.29979999999999996,-0.03079999999999994
0.09,dual,6,2198949233,1000,282,0.282,0.1773049645390071,0.16611074049366242,0.011194224045344675,0.29979999999999996,-0.017799999999999983
0.09,dual,7,773876058,1000,293,0.293,0.13993174061433447,0.16611074049366242,-0.026178999879327952,0.29979999999999996,-0.006799999999999973
0.09,dual,8,2484793906,1000,302,0.302,0.16556291390728478,0.16611074049366242,-0.0005478265863776421,0.29979999999999996,0.0022000000000000353
0.09,dual,9,3873600749,1000,301,0.301,0.16279069767441862,0.16611074049366242,-0.003320042819243807,0.29979999999999996,0.0012000000000000344
0.09,dual,10,1824810832,1000,322,0.322,0.13975155279503104,0.16611074049366242,-0.02635918769863138,0.29979999999999996,0.022200000000000053
0.09,dual,11,3535074428,1000,298,0.298,0.16778523489932887,0.16611074049366242,0.0016744944056664435,0.29979999999999996,-0.0017999999999999683
0.09,dual,12,3003114611,1000,288,0.288,0.1840277777777778,0.16611074049366242,0.017917037284115367,0.29979999999999996,-0.011799999999999977
0.09,dual,13,4202417699,1000,312,0.312,0.1282051282051282,0.16611074049366242,-0.03790561228853423,0.29979999999999996,0.012200000000000044
0.09,dual,14,3852067075,1000,302,0.302,0.16556291390728478,0.16611074049366242,-0.0005478265863776421,0.29979999999999996,0.0022000000000000353
0.09,dual,15,3203555631,1000,297,0.297,0.18518518518518517,0.16611074049366242,0.01907444469152275,0.29979999999999996,-0.002799999999999969
0.09,dual,16,3548430507,1000,281,0.281,0.14590747330960854,0.16611074049366242,-0.02020326718405388,0.29979999999999996,-0.018799999999999928
0.09,dual,17,994318582,1000,310,0.31,0.1967741935483871,0.16611074049366242,0.030663453054724676,0.29979999999999996,0.010200000000000042
0.09,dual,18,1354339837,1000,289,0.289,0.12110726643598616,0.16611074049366242,-0.04500347405767627,0.29979999999999996,-0.010799999999999976
0.09,dual,19,3058016516,1000,313,0.313,0.13738019169329074,0.16611074049366242,-0.02873054880037168,0.29979999999999996,0.013200000000000045
0.09,dual,20,717270643,1000,294,0.294,0.14285714285714285,0.16611074049366242,-0.023253597636519574,0.29979999999999996,-0.005799999999999972
0.09,dual,21,978340459,1000,313,0.313,0.17252396166134185,0.16611074049366242,0.006413221167679423,0.29979999999999996,0.013200000000000045
0.09,dual,22,1269061558,1000,291,0.291,0.18556701030927836,0.16611074049366242,0.019456269815615934,0.29979999999999996,-0.008799999999999975
0.09,dual,23,2517569433,1000,305,0.305,0.15081967213114755,0.16611074049366242,-0.01529106836251487,0.29979999999999996,0.005200000000000038
0.09,dual,24,225339303,1000,302,0.302,0.1390728476821192,0.16611074049366242,-0.02703789281154323,0.29979999999999996,0.0022000000000000353
0.09,dual,25,3430403024,1000,299,0.299,0.15719063545150502,0.16611074049366242,-0.0089201050421574,0.29979999999999996,-0.0007999999999999674
0.09,dual,26,411065518,1000,270,0.27,0.1259259259259259,0.16611074049366242,-0.04018481456773651,0.29979999999999996,-0.029799999999999938
0.09,dual,27,540383150,1000,293,0.293,0.17406143344709898,0.16611074049366242,0.007950692953436561,0.29979999999999996,-0.006799999999999973
0.09,dual,28,1940109497,1000,291,0.291,0.18556701030927836,0.16611074049366242,0.019456269815615934,0.29979999999999996,-0.008799999999999975
0.09,dual,29,1873996794,1000,303,0.303,0.13861386138613863,0.16611074049366242,-0.027496879107523797,0.29979999999999996,0.003200000000000036
0.09,dual,30,1123932353,1000,310,0.31,0.16129032258064516,0.16611074049366242,-0.004820417913017266,0.29979999999999996,0.010200000000000042
0.09,dual,31,960656724,1000,318,0.318,0.13522012578616352,0.16611074049366242,-0.030890614707498903,0.29979999999999996,0.01820000000000005
0.09,dual,32,3947489277,1000,297,0.297,0.2053872053872054,0.16611074049366242,0.03927646489354297,0.29979999999999996,-0.002799999999999969
0.09,dual,33,2836110944,1000,304,0.304,0.125,0.16611074049366242,-0.04111074049366242,0.29979999999999996,0.004200000000000037
0.09,dual,34,983216029,1000,323,0.323,0.15170278637770898,0.16611074049366242,-0.014407954115953442,0.29979999999999996,0.023200000000000054
0.09,dual,35,3774873356,1000,310,0.31,0.1967741935483871,0.16611074049366242,0.030663453054724676,0.29979999999999996,0.010200000000000042
0.09,dual,36,2480176816,1000,308,0.308,0.18506493506493507,0.16611074049366242,0.018954194571272648,0.29979999999999996,0.00820000000000004
0.09,dual,37,855878986,1000,297,0.297,0.18181818181818182,0.16611074049366242,0.0157074413245194,0.29979999999999996,-0.002799999999999969
0.09,dual,38,2571376989,1000,299,0.299,0.16722408026755853,0.16611074049366242,0.0011133397738961048,0.29979999999999996,-0.0007999999999999674
0.09,dual,39,749767186,1000,312,0.312,0.20192307692307693,0.16611074049366242,0.035812336429414504,0.29979999999999996,0.012200000000000044
0.09,dual,40,694938023,1000,295,0.295,0.1423728813559322,0.16611074049366242,-0.023737859137730216,0.29979999999999996,-0.004799999999999971
0.09,dual,41,3051697496,1000,273,0.273,0.13553113553113552,0.16611074049366242,-0.030579604962526902,0.29979999999999996,-0.026799999999999935
0.09,dual,42,95214960,1000,281,0.281,0.14590747330960854,0.16611074049366242,-0.02020326718405388,0.29979999999999996,-0.018799999999999928
0.09,dual,43,745232966,1000,287,0.287,0.18466898954703834,0.16611074049366242,0.018558249053375914,0.29979999999999996,-0.012799999999999978
0.09,dual,44,1053783623,1000,272,0.272,0.19117647058823528,0.16611074049366242,0.025065730094572858,0.29979999999999996,-0.027799999999999936
0.09,dual,45,2648406410,1000,292,0.292,0.17123287671232876,0.16611074049366242,0.005122136218666334,0.29979999999999996,-0.007799999999999974
0.09,dual,46,515215587,1000,307,0.307,0.18241042345276873,0.16611074049366242,0.016299682959106304,0.29979999999999996,0.00720000000000004
0.09,dual,47,3793253676,1000,284,0.284,0.15845070422535212,0.16611074049366242,-0.0076600362683103,0.29979999999999996,-0.01579999999999998
0.09,dual,48,2177081555,1000,308,0.308,0.16883116883116883,0.16611074049366242,0.0027204283375064087,0.29979999999999996,0.00820000000000004
0.09,dual,49,2795279386,1000,301,0.301,0.19269102990033224,0.16611074049366242,0.026580289406669816,0.29979999999999996,0.0012000000000000344
0.09,dual,50,3500711841,1000,314,0.314,0.1942675159235669,0.16611074049366242,0.028156775429904468,0.29979999999999996,0.014200000000000046
0.1,dual,1,3191208080,1000,333,0.333,0.2012012012012012,0.180327868852459,0.020873332348742196,0.3049999999999998,0.02800000000000019
0.1,dual,2,3036723969,1000,308,0.308,0.18831168831168832,0.180327868852459,0.007983819459229324,0.3049999999999998,0.003000000000000169
0.1,dual,3,2666207113,1000,303,0.303,0.17491749174917492,0.180327868852459,-0.00541037710328407,0.3049999999999998,-0.0019999999999998352
