d,q,gamma,ordering_class,concurrence,T_xx,T_zz,Q,fixed_chsh,s_max,entangled,shared_p,p
0.073,0.073,0.073,2,4.031362205842270e-01,5.508714770446718e-01,7.045294870791106e-01,1.477352564604443e-01,1.775405069680112e+00,1.788654446655735e+00,True,True,0.073
0.074,0.074,0.074,1,3.971315116897842e-01,5.460859982888956e-01,7.020910268017773e-01,1.489544865991110e-01,1.765188877125732e+00,1.778922963416633e+00,True,True,0.074
0.074,0.074,0.074,2,3.966178677573396e-01,5.460859982888955e-01,7.010637389368883e-01,1.494681305315554e-01,1.763736072694745e+00,1.777301644155374e+00,True,True,0.074
0.075,0.075,0.075,1,3.906737500000000e-01,5.413331250000001e-01,6.986812499999999e-01,1.506593750000000e-01,1.753645146662597e+00,1.767707036048483e+00,True,True,0.075
0.075,0.075,0.075,2,3.901393750000000e-01,5.413331250000000e-01,6.976125000000000e-01,1.511937500000000e-01,1.752133705917810e+00,1.766017839523164e+00,True,True,0.075
0.076,0.076,0.076,1,3.842562016897705e-01,5.366126939777706e-01,6.952870154239998e-01,1.523564922880000e-01,1.742169276519458e+00,1.756561660922034e+00,True,True,0.076
0.076,0.076,0.076,2,3.837005556239930e-01,5.366126939777706e-01,6.941757232924448e-01,1.529121383537778e-01,1.740597672115254e+00,1.754802687650859e+00,True,True,0.076
0.077,0.077,0.077,1,3.778786870362164e-01,5.319245425553276e-01,6.919082889617776e-01,1.540458555191110e-01,1.730760988408957e+00,1.745486521639980e+00,True,True,0.077
0.077,0.077,0.077,2,3.773012235171053e-01,5.319245425553277e-01,6.907533619235551e-01,1.546233190382222e-01,1.729127674927952e+00,1.743655844461732e+00,True,True,0.077
0.078,0.078,0.078,1,3.715410268702720e-01,5.272685085982720e-01,6.885450365439999e-01,1.557274817280001e-01,1.719420004857114e+00,1.734481302878557e+00,True,True,0.078
0.078,0.078,0.078,2,3.709411931422720e-01,5.272685085982720e-01,6.873453690879999e-01,1.563273154560000e-01,1.717723418870501e+00,1.732576966909309e+00,True,True,0.078
