d,q,gamma,v,ordering_class,T_xx,T_yy,T_zz,Q,fixed_chsh,s_max,concurrence,diqkd_rate_raw,chsh_valid,entangled,chsh_violating,shared_p,p
0.1,0.0,0.05,0.6,2,4.281333333333330e-01,-4.281333333333330e-01,4.086044444444442e-01,2.956977777777776e-01,1.183325913483257e+00,1.210943933008001e+00,1.324355555555550e-01,,False,True,False,False,
0.1,0.0,0.05,0.8,1,5.708444444444440e-01,-5.708444444444440e-01,5.448022222222217e-01,2.275988888888888e-01,1.577762646816334e+00,1.614591910677335e+00,3.432455555555549e-01,,False,True,False,False,
0.1,0.0,0.05,0.8,2,5.708444444444442e-01,-5.708444444444442e-01,5.441799999999997e-01,2.279099999999999e-01,1.576882691710858e+00,1.614591910677335e+00,3.429344444444440e-01,,False,True,False,False,
0.1,0.0,0.05,1.0,1,7.135555555555549e-01,-7.135555555555549e-01,6.803777777777772e-01,1.598111111111110e-01,1.971319425043935e+00,2.018239888346669e+00,5.537444444444435e-01,,False,True,False,False,
0.1,0.0,0.05,1.0,2,7.135555555555552e-01,-7.135555555555552e-01,6.797555555555552e-01,1.601222222222222e-01,1.970439469938459e+00,2.018239888346669e+00,5.534333333333328e-01,,False,True,False,False,
0.1,0.0,0.1,0.6,1,4.055999999999997e-01,-4.055999999999997e-01,3.750400000000000e-01,3.124800000000000e-01,1.103991675330932e+00,1.147210041797054e+00,9.311999999999970e-02,,False,True,False,False,
0.1,0.0,0.1,0.6,2,4.055999999999997e-01,-4.055999999999997e-01,3.725511111111107e-01,3.137244444444444e-01,1.100471854909026e+00,1.147210041797054e+00,9.187555555555510e-02,,False,True,False,False,
0.1,0.0,0.1,0.8,1,5.407999999999997e-01,-5.407999999999997e-01,4.967199999999995e-01,2.516399999999999e-01,1.467274855233332e+00,1.529613389062739e+00,2.891599999999995e-01,,False,True,False,False,
0.1,0.0,0.1,0.8,2,5.407999999999997e-01,-5.407999999999997e-01,4.942311111111106e-01,2.528844444444442e-01,1.463755034811426e+00,1.529613389062739e+00,2.879155555555550e-01,,False,True,False,False,
0.1,0.0,0.1,1.0,1,6.759999999999995e-01,-6.759999999999995e-01,6.183999999999996e-01,1.907999999999999e-01,1.830558035135733e+00,1.912016736328423e+00,4.851999999999993e-01,,False,True,False,False,
