d,q,gamma,ordering_class,T_xx,T_yy,T_zz,Q,fixed_chsh,s_max,diqkd_rate_raw,chsh_valid,chsh_sensitive,regime,shared_p,p
0.52,0.0,0.52,1,4.514133333333332e-02,-4.514133333333332e-02,2.920678399999999e-01,3.539660799999998e-01,4.768857862846196e-01,5.910714445390731e-01,,False,True,unmasked,True,0.52
0.52,0.0,0.52,2,4.514133333333332e-02,-4.514133333333332e-02,4.709745777777774e-02,4.764512711111110e-01,1.304453493662321e-01,1.304746796009198e-01,,False,True,unmasked,True,0.52
0.53,0.0,0.53,1,4.044088888888889e-02,-4.044088888888889e-02,2.999072177777777e-01,3.500463911111110e-01,4.813249083760046e-01,6.052431074182699e-01,,False,True,unmasked,True,0.53
0.53,0.0,0.53,2,4.044088888888891e-02,-4.044088888888891e-02,4.317710222222218e-02,4.784114488888888e-01,1.182536970877262e-01,1.183169920245048e-01,,False,True,unmasked,True,0.53
0.54,0.0,0.54,1,3.606399999999998e-02,-3.606399999999998e-02,3.081894400000000e-01,3.459052800000000e-01,4.868478837415927e-01,6.205847017886071e-01,,False,True,unmasked,True,0.54
0.54,0.0,0.54,2,3.606399999999998e-02,-3.606399999999998e-02,3.945087999999988e-02,4.802745600000002e-01,1.067941674569766e-01,1.069015253169830e-01,,False,True,unmasked,True,0.54
0.55,0.0,0.55,1,3.199999999999999e-02,-3.199999999999999e-02,3.168999999999998e-01,3.415499999999999e-01,4.934191119119725e-01,6.370231079011182e-01,,False,True,unmasked,True,0.55
0.55,0.0,0.55,2,3.200000000000001e-02,-3.200000000000001e-02,3.591111111111114e-02,4.820444444444443e-01,9.604081436915957e-02,9.619995636661319e-02,,False,True,unmasked,True,0.55
0.56,0.0,0.56,1,2.823822222222220e-02,-2.823822222222220e-02,3.260248177777777e-01,3.369875911111110e-01,5.010035958155221e-01,6.544908830573724e-01,,False,True,unmasked,True,0.56
0.56,0.0,0.56,2,2.823822222222220e-02,-2.823822222222220e-02,3.255096888888886e-02,4.837245155555553e-01,8.596889851502332e-02,8.618498175150968e-02,,False,True,unmasked,True,0.56
0.57,0.0,0.57,1,2.476799999999999e-02,-2.476799999999999e-02,3.355502399999998e-01,3.322248799999998e-01,5.095669417784034e-01,6.729261991869762e-01,,False,True,unmasked,True,0.57
0.57,0.0,0.57,2,2.476799999999999e-02,-2.476799999999999e-02,2.936447999999997e-02,4.853177599999998e-01,7.655488738089028e-02,7.683037185047063e-02,,False,True,unmasked,True,0.57
0.58,0.0,0.58,1,2.157866666666668e-02,-2.157866666666668e-02,3.454630399999999e-01,3.272684800000001e-01,5.190753595245672e-01,6.922726366429708e-01,,False,True,unmasked,True,0.58
0.58,0.0,0.58,2,2.157866666666669e-02,-2.157866666666669e-02,2.634652444444452e-02,4.868267377777778e-01,6.777645524865597e-02,6.811103303908478e-02,,False,True,unmasked,True,0.58
0.59,0.0,0.59,1,1.865955555555555e-02,-1.865955555555555e-02,3.557504177777778e-01,3.221247911111110e-01,5.294956621757487e-01,7.124788804240988e-01,,False,True,unmasked,True,0.59
0.59,0.0,0.59,2,1.865955555555556e-02,-1.865955555555556e-02,2.349283555555565e-02,4.882535822222221e-01,5.961248319578860e-02,6.000307778676838e-02,,False,True,unmasked,True,0.59
0.6,0.0,0.6,1,1.599999999999999e-02,-1.599999999999999e-02,3.663999999999999e-01,3.167999999999999e-01,5.407952662514715e-01,7.334983571897076e-01,,False,True,unmasked,True,0.6
0.6,0.0,0.6,2,1.599999999999999e-02,-1.599999999999999e-02,2.080000000000001e-02,4.896000000000000e-01,5.204305909532987e-02,5.248390229394154e-02,,False,True,unmasked,True,0.6
0.61,0.0,0.61,1,1.358933333333331e-02,-1.358933333333331e-02,3.773998399999999e-01,3.113000799999999e-01,5.529421916690447e-01,7.552888433241153e-01,,False,True,unmasked,True,0.61
0.61,0.0,0.61,2,1.358933333333331e-02,-1.358933333333331e-02,1.826545777777777e-02,4.908672711111108e-01,4.504947761589523e-02,4.553227111736143e-02,,False,True,unmasked,True,0.61
0.62,0.0,0.62,1,1.141688888888890e-02,-1.141688888888890e-02,3.887384177777778e-01,3.056307911111110e-01,5.659050617435650e-01,7.778120667828994e-01,,False,True,unmasked,True,0.62
0.62,0.0,0.62,2,1.141688888888890e-02,-1.141688888888890e-02,1.588750222222232e-02,4.920562488888888e-01,3.861424022167293e-02,3.912840803111489e-02,,False,True,unmasked,True,0.62
0.63,0.0,0.63,1,9.471999999999998e-03,-9.471999999999998e-03,4.004046400000001e-01,2.997976799999998e-01,5.796531031879146e-01,8.010333189512897e-01,,False,True,unmasked,True,0.63
0.63,0.0,0.63,2,9.471999999999994e-03,-9.471999999999994e-03,1.366527999999992e-02,4.931673599999997e-01,3.272105517242364e-02,3.325409216793612e-02,,False,True,unmasked,True,0.63
0.64,0.0,0.64,1,7.744000000000003e-03,-7.744000000000003e-03,4.123878400000001e-01,2.938060800000000e-01,5.941561461127634e-01,8.249210874159193e-01,,False,True,unmasked,True,0.64
0.64,0.0,0.64,2,7.744000000000015e-03,-7.744000000000015e-03,1.159879111111109e-02,4.942006044444445e-01,2.735483752348310e-02,2.789275828878814e-02,,False,True,unmasked,True,0.64
0.65,0.0,0.65,1,6.222222222222237e-03,-6.222222222222237e-03,4.246777777777777e-01,2.876611111111110e-01,6.093846240265665e-01,8.494467163693183e-01,,False,True,unmasked,True,0.65
0.65,0.0,0.65,2,6.222222222222230e-03,-6.222222222222230e-03,9.688888888888775e-03,4.951555555555556e-01,2.250170912575844e-02,2.302959984749613e-02,,False,True,unmasked,True,0.65
0.66,0.0,0.66,1,4.895999999999988e-03,-4.895999999999988e-03,4.372646400000001e-01,2.813676799999999e-01,6.253095738355676e-01,8.745840982097255e-01,,False,True,unmasked,True,0.66
0.66,0.0,0.66,2,4.895999999999984e-03,-4.895999999999984e-03,7.937280000000074e-03,4.960313599999998e-01,1.814899862573146e-02,1.865167336175508e-02,,False,True,unmasked,True,0.66
0.67,0.0,0.67,1,3.754666666666667e-03,-3.754666666666667e-03,4.501390400000001e-01,2.749304800000000e-01,6.419026358437955e-01,9.003093976048444e-01,,False,True,unmasked,True,0.67
