d,q,gamma,ordering_class,T_xx,T_yy,T_zz,Q,fixed_chsh,s_max,diqkd_rate_raw,chsh_valid,chsh_sensitive,regime,shared_p,p
0.065,0.065,0.065,2,5.903488645999998e-01,-5.903488645999998e-01,7.327834688888881e-01,1.336082655555556e-01,1.871191690834346e+00,1.882002544324891e+00,,False,True,unmasked,True,0.065
0.066,0.066,0.066,1,5.852966026199037e-01,-5.852966026199037e-01,7.299328688639997e-01,1.350335655679999e-01,1.860015356205334e+00,1.871228586877007e+00,,False,True,unmasked,True,0.066
0.066,0.066,0.066,2,5.852966026199038e-01,-5.852966026199038e-01,7.291999457279994e-01,1.354000271360000e-01,1.858978846366225e+00,1.870085210773155e+00,,False,True,unmasked,True,0.066
0.067,0.067,0.067,1,5.802782710107942e-01,-5.802782710107942e-01,7.263975211039994e-01,1.368012394480000e-01,1.847918626833348e+00,1.859436721669562e+00,,False,True,unmasked,True,0.067
0.067,0.067,0.067,2,5.802782710107944e-01,-5.802782710107944e-01,7.256313106524441e-01,1.371843446737777e-01,1.846835041621127e+00,1.858239673246119e+00,,False,True,unmasked,True,0.067
0.068,0.068,0.068,1,5.752937022750714e-01,-5.752937022750714e-01,7.228779900017769e-01,1.385610049991110e-01,1.835892013506751e+00,1.847717978812100e+00,,False,True,unmasked,True,0.068
0.068,0.068,0.068,2,5.752937022750714e-01,-5.752937022750714e-01,7.220775160035547e-01,1.389612419982221e-01,1.834759972322138e+00,1.846465578336322e+00,,False,True,unmasked,True,0.068
0.069,0.069,0.069,1,5.703427294552956e-01,-5.703427294552956e-01,7.193742411039996e-01,1.403128794480000e-01,1.823935231387697e+00,1.836072033234505e+00,,False,True,unmasked,True,0.069
0.069,0.069,0.069,2,5.703427294552956e-01,-5.703427294552956e-01,7.185385142079995e-01,1.407307428960000e-01,1.822753335076933e+00,1.834762573678411e+00,,False,True,unmasked,True,0.069
0.07,0.07,0.07,1,5.654251861333329e-01,-5.654251861333329e-01,7.158862399999995e-01,1.420568799999999e-01,1.812047996461371e+00,1.824498560958874e+00,,False,True,unmasked,True,0.07
0.07,0.07,0.07,2,5.654251861333330e-01,-5.654251861333330e-01,7.150142577777777e-01,1.424928711111110e-01,1.810814827376557e+00,1.823130307947757e+00,,False,True,unmasked,True,0.07
0.071,0.071,0.071,1,5.605409064295039e-01,-5.605409064295039e-01,7.124139523217776e-01,1.437930238391110e-01,1.800230025534790e+00,1.812997239097231e+00,,False,True,unmasked,True,0.071
0.071,0.071,0.071,2,5.605409064295042e-01,-5.605409064295042e-01,7.115046993102221e-01,1.442476503448889e-01,1.798944147594220e+00,1.811568430859116e+00,,False,True,unmasked,True,0.071
0.072,0.072,0.072,1,5.556897250017281e-01,-5.556897250017281e-01,7.089573437440001e-01,1.455213281279999e-01,1.788481036235588e+00,1.801567745849203e+00,,False,True,unmasked,True,0.072
0.072,0.072,0.072,2,5.556897250017281e-01,-5.556897250017281e-01,7.080097914879999e-01,1.459951042560000e-01,1.787140994984096e+00,1.800076593165277e+00,,False,True,unmasked,True,0.072
0.073,0.073,0.073,1,5.508714770446717e-01,-5.508714770446717e-01,7.055163799839997e-01,1.472418100079999e-01,1.776800747010816e+00,1.790209760499708e+00,,False,True,unmasked,True,0.073
0.073,0.073,0.073,2,5.508714770446718e-01,-5.508714770446718e-01,7.045294870791106e-01,1.477352564604443e-01,1.775405069680112e+00,1.788654446655735e+00,,False,True,unmasked,True,0.073
0.074,0.074,0.074,1,5.460859982888956e-01,-5.460859982888956e-01,7.020910268017773e-01,1.489544865991110e-01,1.765188877125732e+00,1.778922963416633e+00,,False,True,unmasked,True,0.074
0.074,0.074,0.074,2,5.460859982888955e-01,-5.460859982888955e-01,7.010637389368883e-01,1.494681305315554e-01,1.763736072694745e+00,1.777301644155374e+00,,False,True,unmasked,True,0.074
0.075,0.075,0.075,1,5.413331250000001e-01,-5.413331250000001e-01,6.986812499999999e-01,1.506593750000000e-01,1.753645146662597e+00,1.767707036048483e+00,,False,True,unmasked,True,0.075
0.075,0.075,0.075,2,5.413331250000000e-01,-5.413331250000000e-01,6.976125000000000e-01,1.511937500000000e-01,1.752133705917810e+00,1.766017839523164e+00,,False,True,unmasked,True,0.075
0.076,0.076,0.076,1,5.366126939777706e-01,-5.366126939777706e-01,6.952870154239998e-01,1.523564922880000e-01,1.742169276519458e+00,1.756561660922034e+00,,False,True,unmasked,True,0.076
0.076,0.076,0.076,2,5.366126939777706e-01,-5.366126939777706e-01,6.941757232924448e-01,1.529121383537778e-01,1.740597672115254e+00,1.754802687650859e+00,,False,True,unmasked,True,0.076
0.077,0.077,0.077,1,5.319245425553276e-01,-5.319245425553276e-01,6.919082889617776e-01,1.540458555191110e-01,1.730760988408957e+00,1.745486521639980e+00,,False,True,unmasked,True,0.077
0.077,0.077,0.077,2,5.319245425553277e-01,-5.319245425553277e-01,6.907533619235551e-01,1.546233190382222e-01,1.729127674927952e+00,1.743655844461732e+00,,False,True,unmasked,True,0.077
0.078,0.078,0.078,1,5.272685085982720e-01,-5.272685085982720e-01,6.885450365439999e-01,1.557274817280001e-01,1.719420004857114e+00,1.734481302878557e+00,,False,True,unmasked,True,0.078
0.078,0.078,0.078,2,5.272685085982720e-01,-5.272685085982720e-01,6.873453690879999e-01,1.563273154560000e-01,1.717723418870501e+00,1.732576966909309e+00,,False,True,unmasked,True,0.078
0.079,0.079,0.079,1,5.226444305038297e-01,-5.226444305038297e-01,6.851972241440001e-01,1.574013879280001e-01,1.708146049202121e+00,1.723545690385161e+00,,False,True,unmasked,True,0.079
0.079,0.079,0.079,2,5.226444305038297e-01,-5.226444305038297e-01,6.839516980657779e-01,1.580241509671113e-01,1.706384609330010e+00,1.721565712976108e+00,,False,True,unmasked,True,0.079
0.08,0.08,0.08,1,5.180521471999999e-01,-5.180521471999999e-01,6.818648177777776e-01,1.590675911111111e-01,1.696938845593135e+00,1.712679370975960e+00,,False,True,unmasked,True,0.08
0.08,0.08,0.08,2,5.180521471999999e-01,-5.180521471999999e-01,6.805723022222223e-01,1.597138488888888e-01,1.695110952564891e+00,1.710621741672409e+00,,False,True,unmasked,True,0.08
0.081,0.081,0.081,1,5.134914981447037e-01,-5.134914981447037e-01,6.785477835039994e-01,1.607261082479999e-01,1.685798118989078e+00,1.701882032533492e+00,,False,True,unmasked,True,0.081
0.081,0.081,0.081,2,5.134914981447036e-01,-5.134914981447036e-01,6.772071350079993e-01,1.613964324959999e-01,1.683902155703659e+00,1.699744713035031e+00,,False,True,unmasked,True,0.081
0.082,0.082,0.082,1,5.089623233249281e-01,-5.089623233249281e-01,6.752460874240002e-01,1.623769562880001e-01,1.674723595157423e+00,1.691153364004257e+00,,False,True,unmasked,True,0.082
0.082,0.082,0.082,2,5.089623233249282e-01,-5.089623233249282e-01,6.738561499591109e-01,1.630719250204445e-01,1.672757926743726e+00,1.688934288126124e+00,,False,True,unmasked,True,0.082
0.083,0.083,0.083,1,5.044644632558720e-01,-5.044644632558720e-01,6.719596956817779e-01,1.640201521591111e-01,1.663715000672986e+00,1.680493055396282e+00,,False,True,unmasked,True,0.083
0.083,0.083,0.083,2,5.044644632558720e-01,-5.044644632558720e-01,6.705193006968888e-01,1.647403496515555e-01,1.661677974550182e+00,1.678190129031964e+00,,False,True,unmasked,True,0.083
0.084,0.084,0.084,1,4.999977589800960e-01,-4.999977589800960e-01,6.686885744640000e-01,1.656557127680000e-01,1.652772062916726e+00,1.669900797776700e+00,,False,True,unmasked,True,0.084
0.084,0.084,0.084,2,4.999977589800961e-01,-4.999977589800961e-01,6.671965409280003e-01,1.664017295359999e-01,1.650662008854599e+00,1.667511898861783e+00,,False,True,unmasked,True,0.084
0.085,0.085,0.085,1,4.955620520666670e-01,-4.955620520666670e-01,6.654326900000006e-01,1.672836550000001e-01,1.641894510074534e+00,1.659376283269305e+00,,False,True,unmasked,True,0.085
0.085,0.085,0.085,2,4.955620520666670e-01,-4.955620520666670e-01,6.638878244444448e-01,1.680560877777779e-01,1.639709740253824e+00,1.656899261746596e+00,,False,True,unmasked,True,0.085
0.086,0.086,0.086,1,4.911571846103037e-01,-4.911571846103037e-01,6.621920085617774e-01,1.689039957191110e-01,1.631082071136023e+00,1.648919205052086e+00,,False,True,unmasked,True,0.086
0.086,0.086,0.086,2,4.911571846103037e-01,-4.911571846103037e-01,6.605931051235550e-01,1.697034474382222e-01,1.628820880208764e+00,1.646351882838052e+00,,False,True,unmasked,True,0.086
0.087,0.087,0.087,1,4.867829992305278e-01,-4.867829992305278e-01,6.589664964639994e-01,1.705167517679999e-01,1.620334475893334e+00,1.638529257354785e+00,,False,True,unmasked,True,0.087
0.087,0.087,0.087,2,4.867829992305277e-01,-4.867829992305277e-01,6.573123369279996e-01,1.713438315359998e-01,1.617995141043195e+00,1.635869428307304e+00,,False,True,unmasked,True,0.087
0.088,0.088,0.088,1,4.824393390708056e-01,-4.824393390708056e-01,6.557561200640003e-01,1.721219399680001e-01,1.609651454939914e+00,1.628206135456401e+00,,False,True,unmasked,True,0.088
0.088,0.088,0.088,2,4.824393390708056e-01,-4.824393390708056e-01,6.540454739057782e-01,1.729772630471113e-01,1.607232235942535e+00,1.625451565343870e+00,,False,True,unmasked,True,0.088
0.089,0.089,0.089,1,4.781260477976959e-01,-4.781260477976959e-01,6.525608457617778e-01,1.737195771191111e-01,1.599032739669312e+00,1.617949535682706e+00,,False,True,unmasked,True,0.089
0.089,0.089,0.089,2,4.781260477976959e-01,-4.781260477976959e-01,6.507924701902228e-01,1.746037649048889e-01,1.596531878952649e+00,1.615097962154539e+00,,False,True,unmasked,True,0.089
0.09,0.09,0.09,1,4.738429695999999e-01,-4.738429695999999e-01,6.493806400000000e-01,1.753096800000000e-01,1.588478062273982e+00,1.607759155403764e+00,,False,True,unmasked,True,0.09
0.09,0.09,0.09,2,4.738429696000002e-01,-4.738429696000002e-01,6.475532800000001e-01,1.762233600000001e-01,1.585893784978645e+00,1.604808287962279e+00,,False,True,unmasked,True,0.09
0.091,0.091,0.091,1,4.695899491879041e-01,-4.695899491879041e-01,6.462154692639999e-01,1.768922653680000e-01,1.577987155744069e+00,1.597634693031407e+00,,False,True,unmasked,True,0.091
0.091,0.091,0.091,2,4.695899491879040e-01,-4.695899491879040e-01,6.443278576391105e-01,1.778360711804445e-01,1.575317669783657e+00,1.594582213005155e+00,,False,True,unmasked,True,0.091
0.092,0.092,0.092,1,4.653668317921283e-01,-4.653668317921283e-01,6.430653000817779e-01,1.784673499591111e-01,1.567559753866201e+00,1.587575848016730e+00,,False,True,unmasked,True,0.092
0.092,0.092,0.092,2,4.653668317921282e-01,-4.653668317921282e-01,6.411161574968894e-01,1.794419212515557e-01,1.564803249987653e+00,1.584419408535277e+00,,False,True,unmasked,True,0.092
0.093,0.093,0.093,1,4.611734631630720e-01,-4.611734631630720e-01,6.399300990239998e-01,1.800349504880000e-01,1.557195591222283e+00,1.577582320847553e+00,,False,True,unmasked,True,0.093
0.093,0.093,0.093,2,4.611734631630720e-01,-4.611734631630720e-01,6.379181340480004e-01,1.810409329759999e-01,1.554350243066206e+00,1.574319546817740e+00,,False,True,unmasked,True,0.093
0.094,0.094,0.094,1,4.570096895699624e-01,-4.570096895699624e-01,6.368098327039995e-01,1.815950836479999e-01,1.546894403188297e+00,1.567653813045889e+00,,False,True,unmasked,True,0.094
0.094,0.094,0.094,2,4.570096895699622e-01,-4.570096895699622e-01,6.347337418524445e-01,1.826331290737777e-01,1.543958367349308e+00,1.564282301129613e+00,,False,True,unmasked,True,0.094
0.095,0.095,0.095,1,4.528753578000000e-01,-4.528753578000000e-01,6.337044677777779e-01,1.831477661111112e-01,1.536655925933086e+00,1.557790027165400e+00,,False,True,unmasked,True,0.095
0.095,0.095,0.095,2,4.528753577999998e-01,-4.528753577999998e-01,6.315629355555553e-01,1.842185322222222e-01,1.533627342020159e+00,1.554307345758912e+00,,False,True,unmasked,True,0.095
0.096,0.096,0.096,1,4.487703151575037e-01,-4.487703151575037e-01,6.306139709439994e-01,1.846930145279999e-01,1.526479896417146e+00,1.547990666788821e+00,,False,True,unmasked,True,0.096
0.096,0.096,0.096,2,4.487703151575037e-01,-4.487703151575037e-01,6.284056698879992e-01,1.857971650559999e-01,1.523356887113948e+00,1.544394356003609e+00,,False,True,unmasked,True,0.096
0.097,0.097,0.097,1,4.446944094630615e-01,-4.446944094630615e-01,6.275383089440004e-01,1.862308455280001e-01,1.516366052391438e+00,1.538255436525412e+00,,False,True,unmasked,True,0.097
0.097,0.097,0.097,2,4.446944094630615e-01,-4.446944094630615e-01,6.252618996657782e-01,1.873690501671112e-01,1.513146723516665e+00,1.534543008170652e+00,,False,True,unmasked,True,0.097
0.098,0.098,0.098,1,4.406474890526720e-01,-4.406474890526720e-01,6.244774485617778e-01,1.877612757191111e-01,1.506314132396152e+00,1.528584042008358e+00,,False,True,unmasked,True,0.098
0.098,0.098,0.098,2,4.406474890526720e-01,-4.406474890526720e-01,6.221315797902223e-01,1.889342101048889e-01,1.502996572963870e+00,1.524752979574990e+00,,False,True,unmasked,True,0.098
0.099,0.099,0.099,1,4.366294027768961e-01,-4.366294027768961e-01,6.214313566239997e-01,1.892843216880000e-01,1.496323875759523e+00,1.518976189892197e+00,,False,True,unmasked,True,0.099
0.099,0.099,0.099,2,4.366294027768960e-01,-4.366294027768960e-01,6.190146652479998e-01,1.904926673760000e-01,1.492906158039514e+00,1.515023948538639e+00,,False,True,unmasked,True,0.099
0.1,0.1,0.1,1,4.326399999999995e-01,-4.326399999999995e-01,6.183999999999995e-01,1.907999999999998e-01,1.486395022596616e+00,1.509431587850207e+00,,False,True,unmasked,True,0.1
0.1,0.1,0.1,2,4.326399999999996e-01,-4.326399999999996e-01,6.159111111111109e-01,1.920444444444443e-01,1.482875202174710e+00,1.505355594389741e+00,,False,True,unmasked,True,0.1
