p,scenario,trial,seed,n_transmissions,sifted_bits,qber,reference_qber,difference_from_reference
0.01,single,27,2811700182,1000,504,0.011904761904761904,0.006666666666666656,0.005238095238095248
0.01,single,28,2390513661,1000,498,0.006024096385542169,0.006666666666666656,-0.0006425702811244868
0.01,single,29,2782152042,1000,500,0.01,0.006666666666666656,0.0033333333333333444
0.01,single,30,262086742,1000,517,0.013539651837524178,0.006666666666666656,0.006872985170857522
0.01,single,31,3645902588,1000,481,0.004158004158004158,0.006666666666666656,-0.0025086625086624976
0.01,single,32,3296416966,1000,490,0.00816326530612245,0.006666666666666656,0.001496598639455794
0.01,single,33,1060774512,1000,504,0.003968253968253968,0.006666666666666656,-0.002698412698412688
0.01,single,34,2766297066,1000,523,0.0,0.006666666666666656,-0.006666666666666656
0.01,single,35,2471128011,1000,479,0.008350730688935281,0.006666666666666656,0.0016840640222686252
0.01,single,36,1832727808,1000,522,0.005747126436781609,0.006666666666666656,-0.0009195402298850467
0.01,single,37,3133942954,1000,483,0.002070393374741201,0.006666666666666656,-0.004596273291925455
0.01,single,38,354628393,1000,495,0.010101010101010102,0.006666666666666656,0.003434343434343446
0.01,single,39,166229008,1000,479,0.010438413361169102,0.006666666666666656,0.0037717466945024463
0.01,single,40,2103724397,1000,487,0.006160164271047228,0.006666666666666656,-0.0005065023956194277
0.01,single,41,985895910,1000,485,0.006185567010309278,0.006666666666666656,-0.00048109965635737776
0.01,single,42,210052860,1000,473,0.006342494714587738,0.006666666666666656,-0.00032417195207891814
0.01,single,43,3678229999,1000,490,0.006122448979591836,0.006666666666666656,-0.0005442176870748194
0.01,single,44,3842146260,1000,492,0.014227642276422764,0.006666666666666656,0.007560975609756108
0.01,single,45,960553196,1000,516,0.005813953488372093,0.006666666666666656,-0.0008527131782945629
0.01,single,46,704486853,1000,508,0.007874015748031496,0.006666666666666656,0.0012073490813648401
0.01,single,47,1169011392,1000,509,0.009823182711198428,0.006666666666666656,0.003156516044531772
0.01,single,48,2314466324,1000,487,0.006160164271047228,0.006666666666666656,-0.0005065023956194277
0.01,single,49,1852065566,1000,488,0.0020491803278688526,0.006666666666666656,-0.004617486338797803
0.01,single,50,119522576,1000,475,0.004210526315789474,0.006666666666666656,-0.0024561403508771822
0.02,single,1,3723173645,1000,497,0.02012072434607646,0.013333333333333388,0.006787391012743071
0.02,single,2,2641043150,1000,474,0.014767932489451477,0.013333333333333388,0.0014345991561180889
0.02,single,3,3794439068,1000,489,0.018404907975460124,0.013333333333333388,0.005071574642126736
0.02,single,4,2683992601,1000,477,0.012578616352201259,0.013333333333333388,-0.0007547169811321294
0.02,single,5,2823034532,1000,502,0.017928286852589643,0.013333333333333388,0.004594953519256255
0.02,single,6,845128285,1000,484,0.01859504132231405,0.013333333333333388,0.005261707988980662
0.02,single,7,3393580921,1000,476,0.01680672268907563,0.013333333333333388,0.0034733893557422416
0.02,single,8,471582649,1000,507,0.01775147928994083,0.013333333333333388,0.004418145956607441
0.02,single,9,1108886299,1000,479,0.018789144050104383,0.013333333333333388,0.005455810716770995
0.02,single,10,2956071872,1000,496,0.020161290322580645,0.013333333333333388,0.006827956989247257
0.02,single,11,2070053752,1000,493,0.02028397565922921,0.013333333333333388,0.006950642325895821
0.02,single,12,1322647490,1000,502,0.00796812749003984,0.013333333333333388,-0.0053652058432935475
0.02,single,13,2448185354,1000,513,0.003898635477582846,0.013333333333333388,-0.009434697855750542
0.02,single,14,151598944,1000,496,0.018145161290322582,0.013333333333333388,0.004811827956989194
0.02,single,15,1542500675,1000,469,0.01279317697228145,0.013333333333333388,-0.0005401563610519383
0.02,single,16,4028098955,1000,512,0.0078125,0.013333333333333388,-0.005520833333333388
0.02,single,17,2534541868,1000,502,0.0099601593625498,0.013333333333333388,-0.0033731739707835873
0.02,single,18,2629310128,1000,534,0.0149812734082397,0.013333333333333388,0.0016479400749063126
0.02,single,19,1387450231,1000,483,0.016563146997929608,0.013333333333333388,0.00322981366459622
0.02,single,20,2720509223,1000,489,0.018404907975460124,0.013333333333333388,0.005071574642126736
0.02,single,21,1252077329,1000,490,0.02040816326530612,0.013333333333333388,0.007074829931972733
0.02,single,22,3319128139,1000,506,0.019762845849802372,0.013333333333333388,0.006429512516468984
0.02,single,23,2320478818,1000,502,0.021912350597609563,0.013333333333333388,0.008579017264276175
0.02,single,24,2163853851,1000,506,0.007905138339920948,0.013333333333333388,-0.00542819499341244
0.02,single,25,3731642948,1000,510,0.00784313725490196,0.013333333333333388,-0.005490196078431427
0.02,single,26,415521011,1000,510,0.011764705882352941,0.013333333333333388,-0.001568627450980447
0.02,single,27,255653785,1000,479,0.014613778705636743,0.013333333333333388,0.0012804453723033547
0.02,single,28,622616073,1000,497,0.008048289738430584,0.013333333333333388,-0.005285043594902804
0.02,single,29,1809422547,1000,518,0.017374517374517374,0.013333333333333388,0.0040411840411839865
0.02,single,30,3288045535,1000,516,0.015503875968992248,0.013333333333333388,0.00217054263565886
0.02,single,31,1931701317,1000,494,0.010121457489878543,0.013333333333333388,-0.0032118758434548454
0.02,single,32,3829746650,1000,514,0.011673151750972763,0.013333333333333388,-0.0016601815823606252
0.02,single,33,2961908296,1000,500,0.022,0.013333333333333388,0.00866666666666661
0.02,single,34,4178237558,1000,498,0.004016064257028112,0.013333333333333388,-0.009317269076305276
0.02,single,35,2310982475,1000,518,0.021235521235521235,0.013333333333333388,0.007902187902187847
0.02,single,36,4156143781,1000,503,0.009940357852882704,0.013333333333333388,-0.003392975480450684
0.02,single,37,1675341381,1000,494,0.010121457489878543,0.013333333333333388,-0.0032118758434548454
0.02,single,38,221137591,1000,501,0.00998003992015968,0.013333333333333388,-0.0033532934131737073
0.02,single,39,1168574489,1000,508,0.011811023622047244,0.013333333333333388,-0.001522309711286144
0.02,single,40,1409022289,1000,479,0.010438413361169102,0.013333333333333388,-0.002894919972164286
0.02,single,41,2304910272,1000,504,0.00992063492063492,0.013333333333333388,-0.003412698412698468
0.02,single,42,257434787,1000,483,0.018633540372670808,0.013333333333333388,0.00530020703933742
0.02,single,43,2372678041,1000,502,0.01195219123505976,0.013333333333333388,-0.0013811420982736272
0.02,single,44,1053743944,1000,501,0.011976047904191617,0.013333333333333388,-0.0013572854291417705
0.02,single,45,259061022,1000,498,0.014056224899598393,0.013333333333333388,0.0007228915662650052
0.02,single,46,2281256613,1000,513,0.011695906432748537,0.013333333333333388,-0.0016374269005848506
0.02,single,47,1297089904,1000,506,0.025691699604743084,0.013333333333333388,0.012358366271409696
0.02,single,48,3112933094,1000,500,0.008,0.013333333333333388,-0.005333333333333388
0.02,single,49,457150351,1000,503,0.013916500994035786,0.013333333333333388,0.0005831676607023981
0.02,single,50,3737595077,1000,497,0.01609657947686117,0.013333333333333388,0.0027632461435277804
0.03,single,1,2297876556,1000,496,0.016129032258064516,0.020000000000000046,-0.00387096774193553
0.03,single,2,2547420018,1000,524,0.02099236641221374,0.020000000000000046,0.0009923664122136952
0.03,single,3,1675598588,1000,488,0.014344262295081968,0.020000000000000046,-0.005655737704918078
0.03,single,4,3488513628,1000,496,0.02620967741935484,0.020000000000000046,0.006209677419354794
0.03,single,5,1124945860,1000,500,0.018,0.020000000000000046,-0.002000000000000047
0.03,single,6,406175451,1000,496,0.02217741935483871,0.020000000000000046,0.0021774193548386653
0.03,single,7,1510760107,1000,504,0.013888888888888888,0.020000000000000046,-0.006111111111111157
0.03,single,8,2266393856,1000,506,0.017786561264822136,0.020000000000000046,-0.0022134387351779097
0.03,single,9,3297113082,1000,525,0.015238095238095238,0.020000000000000046,-0.0047619047619048074
0.03,single,10,431530180,1000,499,0.028056112224448898,0.020000000000000046,0.008056112224448853
0.03,single,11,2235588984,1000,478,0.029288702928870293,0.020000000000000046,0.009288702928870247
0.03,single,12,865791814,1000,494,0.032388663967611336,0.020000000000000046,0.01238866396761129
